Photovoltaikenergieeinspeisung in Gesamt;;;;
2010 Februar;;;;
;;;;
Datum;Position;prognostiziert [MW];tatsächlich [MW];
;57;578;575;
;58;578;563;
;59;578;526;
;60;578;514;
;61;337;492;
;62;337;465;
;63;337;455;
;64;337;390;
;65;109;321;
;66;109;252;
;67;109;194;
;68;109;138;
;69;10;84;
;70;10;32;
;71;10;9;
;72;10;3;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-02-19;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;15;0;
;30;15;1;
;31;15;9;
;32;15;23;
;33;114;48;
;34;114;87;
;35;114;132;
;36;114;171;
;37;332;210;
;38;332;242;
;39;332;274;
;40;332;281;
;41;566;302;
;42;566;327;
;43;566;369;
;44;566;397;
;45;728;495;
;46;728;501;
;47;728;566;
;48;728;610;
;49;755;640;
;50;755;669;
;51;755;685;
;52;755;692;
;53;665;668;
;54;665;651;
;55;665;623;
;56;665;586;
;57;499;515;
;58;499;449;
;59;499;403;
;60;499;369;
;61;304;324;
;62;304;280;
;63;304;241;
;64;304;199;
;65;120;166;
;66;120;127;
;67;120;92;
;68;120;58;
;69;11;32;
;70;11;12;
;71;11;3;
;72;11;1;
;73;0;1;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-02-20;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;16;0;
;30;16;1;
;31;16;7;
;32;16;26;
;33;194;64;
;34;194;118;
;35;194;191;
;36;194;266;
;37;545;354;
;38;545;424;
;39;545;512;
;40;545;599;
;41;872;664;
;42;872;750;
;43;872;809;
;44;872;849;
;45;1077;890;
;46;1077;924;
;47;1077;978;
;48;1077;1059;
;49;1150;1135;
;50;1150;1139;
;51;1150;1143;
;52;1150;1146;
;53;1052;1164;
;54;1052;1147;
;55;1052;1080;
;56;1052;1022;
;57;800;1015;
;58;800;1003;
;59;800;941;
;60;800;864;
;61;473;798;
;62;473;713;
;63;473;624;
;64;473;538;
;65;158;445;
;66;158;377;
;67;158;283;
;68;158;206;
;69;11;136;
;70;11;64;
;71;11;19;
;72;11;5;
;73;0;3;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-02-21;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;22;1;
;30;22;3;
;31;22;19;
;32;22;64;
;33;233;134;
;34;233;209;
;35;233;300;
;36;233;415;
;37;649;518;
;38;649;628;
;39;649;924;
;40;649;1071;
;41;1069;1215;
;42;1069;1082;
;43;1069;1090;
;44;1069;1158;
;45;1358;1171;
;46;1358;1173;
;47;1358;1179;
;48;1358;1198;
;49;1397;1236;
;50;1397;1259;
;51;1397;1274;
;52;1397;1295;
;53;1244;1337;
;54;1244;1388;
;55;1244;1370;
;56;1244;1311;
;57;939;1241;
;58;939;1213;
;59;939;1182;
;60;939;1092;
;61;528;994;
;62;528;915;
;63;528;787;
;64;528;683;
;65;156;633;
;66;156;469;
;67;156;297;
;68;156;184;
;69;9;103;
;70;9;38;
;71;9;11;
;72;9;3;
;73;0;2;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-02-22;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;23;0;
;30;23;3;
;31;23;14;
;32;23;40;
;33;142;79;
;34;142;125;
;35;142;189;
;36;142;262;
;37;341;325;
;38;341;387;
;39;341;441;
;40;341;524;
;41;566;587;
;42;566;611;
;43;566;677;
;44;566;725;
;45;757;758;
;46;757;774;
;47;757;799;
;48;757;812;
;49;861;838;
;50;861;857;
;51;861;805;
;52;861;756;
;53;840;726;
;54;840;706;
;55;840;710;
;56;840;704;
;57;682;682;
;58;682;663;
;59;682;638;
;60;682;590;
;61;410;551;
;62;410;500;
;63;410;465;
;64;410;386;
;65;142;364;
;66;142;305;
;67;142;244;
;68;142;191;
;69;9;139;
;70;9;71;
;71;9;20;
;72;9;4;
;73;0;2;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-02-23;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;13;1;
;30;13;8;
;31;13;33;
;32;13;59;
;33;166;108;
;34;166;172;
;35;166;202;
;36;166;261;
;37;389;320;
;38;389;406;
;39;389;434;
;40;389;547;
;41;628;592;
;42;628;658;
;43;628;704;
;44;628;774;
;45;826;808;
;46;826;872;
;47;826;957;
;48;826;992;
;49;906;946;
;50;906;961;
;51;906;927;
;52;906;937;
;53;826;915;
;54;826;848;
;55;826;772;
;56;826;697;
;57;620;665;
;58;620;609;
;59;620;544;
;60;620;492;
;61;363;496;
;62;363;393;
;63;363;332;
;64;363;280;
;65;155;205;
;66;155;156;
;67;155;116;
;68;155;75;
;69;13;45;
;70;13;23;
;71;13;7;
;72;13;2;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-02-24;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;15;1;
;30;15;6;
;31;15;24;
;32;15;53;
;33;178;105;
;34;178;162;
;35;178;204;
;36;178;273;
;37;451;370;
;38;451;451;
;39;451;504;
;40;451;546;
;41;699;632;
;42;699;706;
;43;699;797;
;44;699;882;
;45;854;990;
;46;854;1082;
;47;854;1174;
;48;854;1259;
;49;864;1307;
;50;864;1357;
;51;864;1402;
;52;864;1389;
;53;778;1419;
;54;778;1379;
;55;778;1352;
;56;778;1343;
;57;626;1270;
;58;626;1160;
;59;626;1119;
;60;626;1001;
;61;427;893;
;62;427;799;
;63;427;698;
;64;427;582;
;65;174;511;
;66;174;440;
;67;174;366;
;68;174;272;
;69;13;173;
;70;13;90;
;71;13;33;
;72;13;7;
;73;0;3;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-02-25;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;37;1;
;30;37;9;
;31;37;38;
;32;37;92;
;33;252;170;
;34;252;259;
;35;252;324;
;36;252;468;
;37;633;450;
;38;633;514;
;39;633;617;
;40;633;790;
;41;959;895;
;42;959;1046;
;43;959;1169;
;44;959;1298;
;45;1136;1473;
;46;1136;1547;
;47;1136;1662;
;48;1136;1755;
;49;1109;1773;
;50;1109;1766;
;51;1109;1856;
;52;1109;1927;
;53;962;1927;
;54;962;1930;
;55;962;1859;
;56;962;1870;
;57;742;1798;
;58;742;1740;
;59;742;1621;
;60;742;1471;
;61;475;1275;
;62;475;1124;
;63;475;960;
;64;475;785;
;65;183;617;
;66;183;438;
;67;183;306;
;68;183;192;
;69;15;106;
;70;15;52;
;71;15;16;
;72;15;2;
;73;0;1;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-02-26;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;19;1;
;30;19;7;
;31;19;22;
;32;19;49;
;33;141;78;
;34;141;113;
;35;141;147;
;36;141;181;
;37;318;222;
;38;318;271;
;39;318;304;
;40;318;342;
;41;480;358;
;42;480;405;
;43;480;452;
;44;480;500;
;45;601;602;
;46;601;647;
;47;601;731;
;48;601;763;
;49;650;833;
;50;650;830;
;51;650;866;
;52;650;864;
;53;627;876;
;54;627;903;
;55;627;983;
;56;627;963;
;57;530;926;
;58;530;921;
;59;530;857;
;60;530;774;
;61;358;713;
;62;358;652;
;63;358;522;
;64;358;439;
;65;162;361;
;66;162;254;
;67;162;171;
;68;162;113;
;69;25;73;
;70;25;34;
;71;25;10;
;72;25;2;
;73;0;1;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-02-27;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;1;
;28;0;1;
;29;59;3;
;30;59;32;
;31;59;103;
;32;59;222;
;33;342;361;
;34;342;511;
;35;342;685;
;36;342;865;
;37;790;1066;
;38;790;1232;
;39;790;1400;
;40;790;1552;
;41;1243;1644;
;42;1243;1712;
;43;1243;1776;
;44;1243;1830;
;45;1566;1862;
;46;1566;1855;
;47;1566;1927;
;48;1566;1979;
;49;1664;1983;
;50;1664;1999;
;51;1664;2025;
;52;1664;2023;
;53;1509;2023;
;54;1509;2045;
;55;1509;1992;
;56;1509;1905;
;57;1145;1817;
;58;1145;1722;
;59;1145;1607;
;60;1145;1507;
;61;669;1397;
;62;669;1307;
;63;669;1181;
;64;669;1065;
;65;250;930;
;66;250;784;
;67;250;602;
;68;250;423;
;69;29;266;
;70;29;141;
;71;29;60;
;72;29;18;
;73;0;4;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-02-28;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;27;0;
;30;27;6;
;31;27;20;
;32;27;57;
;33;173;89;
;34;173;106;
;35;173;126;
;36;173;147;
;37;377;201;
;38;377;267;
;39;377;349;
;40;377;397;
;41;600;467;
;42;600;502;
;43;600;558;
;44;600;621;
;45;786;677;
;46;786;766;
;47;786;897;
;48;786;943;
;49;839;884;
;50;839;854;
;51;839;850;
;52;839;822;
;53;760;781;
;54;760;770;
;55;760;795;
;56;760;734;
;57;586;665;
;58;586;546;
;59;586;447;
;60;586;385;
;61;369;364;
;62;369;334;
;63;369;302;
;64;369;266;
;65;168;210;
;66;168;193;
;67;168;176;
;68;168;136;
;69;23;97;
;70;23;51;
;71;23;22;
;72;23;7;
;73;0;1;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
