Datum von;Uhrzeit von;Datum bis;Uhrzeit bis;Prognose (MW);Ist-Wert (MW);
02.05.2015;02:30:00;02.05.2015;02:45:00;32,00;14;
02.05.2015;02:45:00;02.05.2015;03:00:00;31,00;10;
02.05.2015;03:00:00;02.05.2015;03:15:00;29,00;14;
02.05.2015;03:15:00;02.05.2015;03:30:00;27,00;10;
02.05.2015;03:30:00;02.05.2015;03:45:00;26,00;12;
02.05.2015;03:45:00;02.05.2015;04:00:00;24,00;6;
02.05.2015;04:00:00;02.05.2015;04:15:00;23,00;7;
02.05.2015;04:15:00;02.05.2015;04:30:00;21,00;6;
02.05.2015;04:30:00;02.05.2015;04:45:00;20,00;5;
02.05.2015;04:45:00;02.05.2015;05:00:00;18,00;6;
02.05.2015;05:00:00;02.05.2015;05:15:00;17,00;7;
02.05.2015;05:15:00;02.05.2015;05:30:00;15,00;6;
02.05.2015;05:30:00;02.05.2015;05:45:00;14,00;6;
02.05.2015;05:45:00;02.05.2015;06:00:00;12,00;5;
02.05.2015;06:00:00;02.05.2015;06:15:00;11,00;6;
02.05.2015;06:15:00;02.05.2015;06:30:00;10,00;5;
02.05.2015;06:30:00;02.05.2015;06:45:00;8,00;4;
02.05.2015;06:45:00;02.05.2015;07:00:00;7,00;6;
02.05.2015;07:00:00;02.05.2015;07:15:00;6,00;5;
02.05.2015;07:15:00;02.05.2015;07:30:00;5,00;4;
02.05.2015;07:30:00;02.05.2015;07:45:00;5,00;3;
02.05.2015;07:45:00;02.05.2015;08:00:00;4,00;4;
02.05.2015;08:00:00;02.05.2015;08:15:00;4,00;3;
02.05.2015;08:15:00;02.05.2015;08:30:00;4,00;1;
02.05.2015;08:30:00;02.05.2015;08:45:00;4,00;2;
02.05.2015;08:45:00;02.05.2015;09:00:00;4,00;2;
02.05.2015;09:00:00;02.05.2015;09:15:00;4,00;3;
02.05.2015;09:15:00;02.05.2015;09:30:00;4,00;4;
02.05.2015;09:30:00;02.05.2015;09:45:00;5,00;4;
02.05.2015;09:45:00;02.05.2015;10:00:00;5,00;5;
02.05.2015;10:00:00;02.05.2015;10:15:00;5,00;2;
02.05.2015;10:15:00;02.05.2015;10:30:00;6,00;3;
02.05.2015;10:30:00;02.05.2015;10:45:00;6,00;5;
02.05.2015;10:45:00;02.05.2015;11:00:00;7,00;3;
02.05.2015;11:00:00;02.05.2015;11:15:00;8,00;3;
02.05.2015;11:15:00;02.05.2015;11:30:00;8,00;4;
02.05.2015;11:30:00;02.05.2015;11:45:00;9,00;4;
02.05.2015;11:45:00;02.05.2015;12:00:00;10,00;8;
02.05.2015;12:00:00;02.05.2015;12:15:00;11,00;8;
02.05.2015;12:15:00;02.05.2015;12:30:00;12,00;8;
02.05.2015;12:30:00;02.05.2015;12:45:00;13,00;8;
02.05.2015;12:45:00;02.05.2015;13:00:00;15,00;12;
02.05.2015;13:00:00;02.05.2015;13:15:00;16,00;10;
02.05.2015;13:15:00;02.05.2015;13:30:00;18,00;6;
02.05.2015;13:30:00;02.05.2015;13:45:00;20,00;7;
02.05.2015;13:45:00;02.05.2015;14:00:00;22,00;7;
02.05.2015;14:00:00;02.05.2015;14:15:00;23,00;6;
02.05.2015;14:15:00;02.05.2015;14:30:00;23,00;6;
02.05.2015;14:30:00;02.05.2015;14:45:00;23,00;4;
02.05.2015;14:45:00;02.05.2015;15:00:00;22,00;5;
02.05.2015;15:00:00;02.05.2015;15:15:00;22,00;6;
02.05.2015;15:15:00;02.05.2015;15:30:00;21,00;7;
02.05.2015;15:30:00;02.05.2015;15:45:00;20,00;8;
02.05.2015;15:45:00;02.05.2015;16:00:00;19,00;8;
02.05.2015;16:00:00;02.05.2015;16:15:00;17,00;5;
02.05.2015;16:15:00;02.05.2015;16:30:00;16,00;5;
02.05.2015;16:30:00;02.05.2015;16:45:00;15,00;5;
02.05.2015;16:45:00;02.05.2015;17:00:00;13,00;4;
02.05.2015;17:00:00;02.05.2015;17:15:00;12,00;5;
02.05.2015;17:15:00;02.05.2015;17:30:00;11,00;6;
02.05.2015;17:30:00;02.05.2015;17:45:00;9,00;6;
02.05.2015;17:45:00;02.05.2015;18:00:00;8,00;6;
02.05.2015;18:00:00;02.05.2015;18:15:00;7,00;5;
02.05.2015;18:15:00;02.05.2015;18:30:00;6,00;5;
02.05.2015;18:30:00;02.05.2015;18:45:00;5,00;3;
02.05.2015;18:45:00;02.05.2015;19:00:00;5,00;2;
02.05.2015;19:00:00;02.05.2015;19:15:00;5,00;3;
02.05.2015;19:15:00;02.05.2015;19:30:00;5,00;2;
02.05.2015;19:30:00;02.05.2015;19:45:00;6,00;2;
02.05.2015;19:45:00;02.05.2015;20:00:00;6,00;1;
02.05.2015;20:00:00;02.05.2015;20:15:00;7,00;1;
02.05.2015;20:15:00;02.05.2015;20:30:00;7,00;1;
02.05.2015;20:30:00;02.05.2015;20:45:00;8,00;2;
02.05.2015;20:45:00;02.05.2015;21:00:00;8,00;5;
02.05.2015;21:00:00;02.05.2015;21:15:00;11,00;10;
02.05.2015;21:15:00;02.05.2015;21:30:00;15,00;24;
02.05.2015;21:30:00;02.05.2015;21:45:00;20,00;25;
02.05.2015;21:45:00;02.05.2015;22:00:00;24,00;29;
02.05.2015;22:00:00;02.05.2015;22:15:00;29,00;39;
02.05.2015;22:15:00;02.05.2015;22:30:00;34,00;49;
02.05.2015;22:30:00;02.05.2015;22:45:00;40,00;43;
02.05.2015;22:45:00;02.05.2015;23:00:00;46,00;43;
02.05.2015;23:00:00;02.05.2015;23:15:00;50,00;61;
02.05.2015;23:15:00;02.05.2015;23:30:00;53,00;52;
02.05.2015;23:30:00;02.05.2015;23:45:00;56,00;63;
02.05.2015;23:45:00;03.05.2015;00:00:00;58,00;46;
03.05.2015;00:00:00;03.05.2015;00:15:00;79,00;62;
03.05.2015;00:15:00;03.05.2015;00:30:00;79,00;47;
03.05.2015;00:30:00;03.05.2015;00:45:00;79,00;64;
03.05.2015;00:45:00;03.05.2015;01:00:00;79,00;50;
03.05.2015;01:00:00;03.05.2015;01:15:00;78,00;57;
03.05.2015;01:15:00;03.05.2015;01:30:00;78,00;57;
03.05.2015;01:30:00;03.05.2015;01:45:00;77,00;49;
03.05.2015;01:45:00;03.05.2015;02:00:00;76,00;42;
03.05.2015;02:00:00;03.05.2015;02:15:00;75,00;44;
03.05.2015;02:15:00;03.05.2015;02:30:00;74,00;52;
03.05.2015;02:30:00;03.05.2015;02:45:00;73,00;43;
03.05.2015;02:45:00;03.05.2015;03:00:00;73,00;48;
03.05.2015;03:00:00;03.05.2015;03:15:00;73,00;57;
03.05.2015;03:15:00;03.05.2015;03:30:00;75,00;59;
03.05.2015;03:30:00;03.05.2015;03:45:00;77,00;54;
03.05.2015;03:45:00;03.05.2015;04:00:00;78,00;84;
03.05.2015;04:00:00;03.05.2015;04:15:00;80,00;93;
03.05.2015;04:15:00;03.05.2015;04:30:00;82,00;99;
03.05.2015;04:30:00;03.05.2015;04:45:00;84,00;91;
03.05.2015;04:45:00;03.05.2015;05:00:00;85,00;86;
03.05.2015;05:00:00;03.05.2015;05:15:00;88,00;88;
03.05.2015;05:15:00;03.05.2015;05:30:00;93,00;89;
03.05.2015;05:30:00;03.05.2015;05:45:00;97,00;85;
03.05.2015;05:45:00;03.05.2015;06:00:00;101,00;81;
03.05.2015;06:00:00;03.05.2015;06:15:00;105,00;82;
03.05.2015;06:15:00;03.05.2015;06:30:00;108,00;85;
03.05.2015;06:30:00;03.05.2015;06:45:00;110,00;91;
03.05.2015;06:45:00;03.05.2015;07:00:00;113,00;83;
03.05.2015;07:00:00;03.05.2015;07:15:00;115,00;85;
03.05.2015;07:15:00;03.05.2015;07:30:00;115,00;75;
03.05.2015;07:30:00;03.05.2015;07:45:00;116,00;68;
03.05.2015;07:45:00;03.05.2015;08:00:00;117,00;68;
03.05.2015;08:00:00;03.05.2015;08:15:00;116,00;70;
03.05.2015;08:15:00;03.05.2015;08:30:00;113,00;74;
03.05.2015;08:30:00;03.05.2015;08:45:00;111,00;74;
03.05.2015;08:45:00;03.05.2015;09:00:00;109,00;71;
03.05.2015;09:00:00;03.05.2015;09:15:00;106,00;63;
03.05.2015;09:15:00;03.05.2015;09:30:00;103,00;59;
03.05.2015;09:30:00;03.05.2015;09:45:00;100,00;61;
03.05.2015;09:45:00;03.05.2015;10:00:00;98,00;64;
03.05.2015;10:00:00;03.05.2015;10:15:00;95,00;58;
03.05.2015;10:15:00;03.05.2015;10:30:00;93,00;54;
03.05.2015;10:30:00;03.05.2015;10:45:00;90,00;45;
03.05.2015;10:45:00;03.05.2015;11:00:00;87,00;45;
03.05.2015;11:00:00;03.05.2015;11:15:00;84,00;47;
03.05.2015;11:15:00;03.05.2015;11:30:00;80,00;34;
03.05.2015;11:30:00;03.05.2015;11:45:00;77,00;49;
03.05.2015;11:45:00;03.05.2015;12:00:00;73,00;63;
03.05.2015;12:00:00;03.05.2015;12:15:00;70,00;58;
03.05.2015;12:15:00;03.05.2015;12:30:00;68,00;70;
03.05.2015;12:30:00;03.05.2015;12:45:00;66,00;61;
03.05.2015;12:45:00;03.05.2015;13:00:00;64,00;67;
03.05.2015;13:00:00;03.05.2015;13:15:00;63,00;81;
03.05.2015;13:15:00;03.05.2015;13:30:00;63,00;89;
03.05.2015;13:30:00;03.05.2015;13:45:00;63,00;89;
03.05.2015;13:45:00;03.05.2015;14:00:00;64,00;73;
03.05.2015;14:00:00;03.05.2015;14:15:00;65,00;78;
03.05.2015;14:15:00;03.05.2015;14:30:00;68,00;61;
03.05.2015;14:30:00;03.05.2015;14:45:00;71,00;60;
03.05.2015;14:45:00;03.05.2015;15:00:00;74,00;75;
03.05.2015;15:00:00;03.05.2015;15:15:00;77,00;64;
03.05.2015;15:15:00;03.05.2015;15:30:00;81,00;69;
03.05.2015;15:30:00;03.05.2015;15:45:00;85,00;70;
03.05.2015;15:45:00;03.05.2015;16:00:00;89,00;63;
03.05.2015;16:00:00;03.05.2015;16:15:00;93,00;68;
03.05.2015;16:15:00;03.05.2015;16:30:00;97,00;86;
03.05.2015;16:30:00;03.05.2015;16:45:00;100,00;79;
03.05.2015;16:45:00;03.05.2015;17:00:00;104,00;89;
03.05.2015;17:00:00;03.05.2015;17:15:00;107,00;96;
03.05.2015;17:15:00;03.05.2015;17:30:00;111,00;82;
03.05.2015;17:30:00;03.05.2015;17:45:00;114,00;116;
03.05.2015;17:45:00;03.05.2015;18:00:00;117,00;128;
03.05.2015;18:00:00;03.05.2015;18:15:00;121,00;119;
03.05.2015;18:15:00;03.05.2015;18:30:00;124,00;94;
03.05.2015;18:30:00;03.05.2015;18:45:00;127,00;121;
03.05.2015;18:45:00;03.05.2015;19:00:00;131,00;109;
03.05.2015;19:00:00;03.05.2015;19:15:00;135,00;89;
03.05.2015;19:15:00;03.05.2015;19:30:00;140,00;96;
03.05.2015;19:30:00;03.05.2015;19:45:00;144,00;91;
03.05.2015;19:45:00;03.05.2015;20:00:00;149,00;109;
03.05.2015;20:00:00;03.05.2015;20:15:00;152,00;119;
03.05.2015;20:15:00;03.05.2015;20:30:00;154,00;134;
03.05.2015;20:30:00;03.05.2015;20:45:00;156,00;141;
03.05.2015;20:45:00;03.05.2015;21:00:00;157,00;129;
03.05.2015;21:00:00;03.05.2015;21:15:00;159,00;103;
03.05.2015;21:15:00;03.05.2015;21:30:00;160,00;147;
03.05.2015;21:30:00;03.05.2015;21:45:00;162,00;121;
03.05.2015;21:45:00;03.05.2015;22:00:00;163,00;108;
03.05.2015;22:00:00;03.05.2015;22:15:00;163,00;95;
03.05.2015;22:15:00;03.05.2015;22:30:00;162,00;94;
03.05.2015;22:30:00;03.05.2015;22:45:00;161,00;92;
03.05.2015;22:45:00;03.05.2015;23:00:00;159,00;92;
03.05.2015;23:00:00;03.05.2015;23:15:00;159,00;101;
03.05.2015;23:15:00;03.05.2015;23:30:00;160,00;71;
03.05.2015;23:30:00;03.05.2015;23:45:00;160,00;76;
03.05.2015;23:45:00;04.05.2015;00:00:00;161,00;72;
04.05.2015;00:00:00;04.05.2015;00:15:00;154,00;89;
04.05.2015;00:15:00;04.05.2015;00:30:00;155,00;99;
04.05.2015;00:30:00;04.05.2015;00:45:00;155,00;101;
04.05.2015;00:45:00;04.05.2015;01:00:00;156,00;99;
04.05.2015;01:00:00;04.05.2015;01:15:00;156,00;106;
04.05.2015;01:15:00;04.05.2015;01:30:00;155,00;124;
04.05.2015;01:30:00;04.05.2015;01:45:00;154,00;125;
04.05.2015;01:45:00;04.05.2015;02:00:00;153,00;138;
04.05.2015;02:00:00;04.05.2015;02:15:00;151,00;142;
04.05.2015;02:15:00;04.05.2015;02:30:00;146,00;128;
04.05.2015;02:30:00;04.05.2015;02:45:00;142,00;181;
04.05.2015;02:45:00;04.05.2015;03:00:00;138,00;233;
04.05.2015;03:00:00;04.05.2015;03:15:00;134,00;221;
04.05.2015;03:15:00;04.05.2015;03:30:00;130,00;178;
04.05.2015;03:30:00;04.05.2015;03:45:00;126,00;174;
04.05.2015;03:45:00;04.05.2015;04:00:00;123,00;149;
04.05.2015;04:00:00;04.05.2015;04:15:00;118,00;137;
04.05.2015;04:15:00;04.05.2015;04:30:00;111,00;143;
04.05.2015;04:30:00;04.05.2015;04:45:00;105,00;111;
04.05.2015;04:45:00;04.05.2015;05:00:00;99,00;117;
04.05.2015;05:00:00;04.05.2015;05:15:00;93,00;93;
04.05.2015;05:15:00;04.05.2015;05:30:00;87,00;97;
04.05.2015;05:30:00;04.05.2015;05:45:00;81,00;88;
04.05.2015;05:45:00;04.05.2015;06:00:00;75,00;84;
04.05.2015;06:00:00;04.05.2015;06:15:00;70,00;83;
04.05.2015;06:15:00;04.05.2015;06:30:00;65,00;57;
04.05.2015;06:30:00;04.05.2015;06:45:00;61,00;51;
04.05.2015;06:45:00;04.05.2015;07:00:00;57,00;46;
04.05.2015;07:00:00;04.05.2015;07:15:00;53,00;46;
04.05.2015;07:15:00;04.05.2015;07:30:00;50,00;45;
04.05.2015;07:30:00;04.05.2015;07:45:00;48,00;43;
04.05.2015;07:45:00;04.05.2015;08:00:00;45,00;35;
04.05.2015;08:00:00;04.05.2015;08:15:00;42,00;31;
04.05.2015;08:15:00;04.05.2015;08:30:00;41,00;19;
04.05.2015;08:30:00;04.05.2015;08:45:00;39,00;22;
04.05.2015;08:45:00;04.05.2015;09:00:00;37,00;24;
04.05.2015;09:00:00;04.05.2015;09:15:00;36,00;25;
04.05.2015;09:15:00;04.05.2015;09:30:00;37,00;29;
04.05.2015;09:30:00;04.05.2015;09:45:00;38,00;24;
04.05.2015;09:45:00;04.05.2015;10:00:00;38,00;31;
04.05.2015;10:00:00;04.05.2015;10:15:00;39,00;40;
04.05.2015;10:15:00;04.05.2015;10:30:00;41,00;37;
04.05.2015;10:30:00;04.05.2015;10:45:00;42,00;37;
04.05.2015;10:45:00;04.05.2015;11:00:00;43,00;37;
04.05.2015;11:00:00;04.05.2015;11:15:00;43,00;47;
04.05.2015;11:15:00;04.05.2015;11:30:00;42,00;44;
04.05.2015;11:30:00;04.05.2015;11:45:00;41,00;48;
04.05.2015;11:45:00;04.05.2015;12:00:00;39,00;59;
04.05.2015;12:00:00;04.05.2015;12:15:00;38,00;54;
04.05.2015;12:15:00;04.05.2015;12:30:00;35,00;58;
04.05.2015;12:30:00;04.05.2015;12:45:00;33,00;49;
04.05.2015;12:45:00;04.05.2015;13:00:00;31,00;52;
04.05.2015;13:00:00;04.05.2015;13:15:00;29,00;57;
04.05.2015;13:15:00;04.05.2015;13:30:00;28,00;52;
04.05.2015;13:30:00;04.05.2015;13:45:00;27,00;52;
04.05.2015;13:45:00;04.05.2015;14:00:00;26,00;36;
04.05.2015;14:00:00;04.05.2015;14:15:00;25,00;20;
04.05.2015;14:15:00;04.05.2015;14:30:00;24,00;23;
04.05.2015;14:30:00;04.05.2015;14:45:00;22,00;18;
04.05.2015;14:45:00;04.05.2015;15:00:00;21,00;20;
04.05.2015;15:00:00;04.05.2015;15:15:00;20,00;18;
04.05.2015;15:15:00;04.05.2015;15:30:00;20,00;21;
04.05.2015;15:30:00;04.05.2015;15:45:00;20,00;30;
04.05.2015;15:45:00;04.05.2015;16:00:00;19,00;27;
04.05.2015;16:00:00;04.05.2015;16:15:00;19,00;29;
04.05.2015;16:15:00;04.05.2015;16:30:00;19,00;24;
04.05.2015;16:30:00;04.05.2015;16:45:00;19,00;22;
04.05.2015;16:45:00;04.05.2015;17:00:00;20,00;24;
04.05.2015;17:00:00;04.05.2015;17:15:00;20,00;13;
04.05.2015;17:15:00;04.05.2015;17:30:00;21,00;12;
04.05.2015;17:30:00;04.05.2015;17:45:00;23,00;16;
04.05.2015;17:45:00;04.05.2015;18:00:00;24,00;19;
04.05.2015;18:00:00;04.05.2015;18:15:00;27,00;22;
04.05.2015;18:15:00;04.05.2015;18:30:00;31,00;23;
04.05.2015;18:30:00;04.05.2015;18:45:00;35,00;26;
04.05.2015;18:45:00;04.05.2015;19:00:00;39,00;22;
04.05.2015;19:00:00;04.05.2015;19:15:00;45,00;29;
04.05.2015;19:15:00;04.05.2015;19:30:00;53,00;35;
04.05.2015;19:30:00;04.05.2015;19:45:00;61,00;45;
04.05.2015;19:45:00;04.05.2015;20:00:00;68,00;69;
04.05.2015;20:00:00;04.05.2015;20:15:00;77,00;80;
04.05.2015;20:15:00;04.05.2015;20:30:00;85,00;109;
04.05.2015;20:30:00;04.05.2015;20:45:00;94,00;83;
04.05.2015;20:45:00;04.05.2015;21:00:00;102,00;122;
04.05.2015;21:00:00;04.05.2015;21:15:00;110,00;117;
04.05.2015;21:15:00;04.05.2015;21:30:00;119,00;157;
04.05.2015;21:30:00;04.05.2015;21:45:00;127,00;176;
04.05.2015;21:45:00;04.05.2015;22:00:00;136,00;173;
04.05.2015;22:00:00;04.05.2015;22:15:00;144,00;186;
04.05.2015;22:15:00;04.05.2015;22:30:00;152,00;207;
04.05.2015;22:30:00;04.05.2015;22:45:00;159,00;238;
04.05.2015;22:45:00;04.05.2015;23:00:00;167,00;221;
04.05.2015;23:00:00;04.05.2015;23:15:00;172,00;205;
04.05.2015;23:15:00;04.05.2015;23:30:00;175,00;196;
04.05.2015;23:30:00;04.05.2015;23:45:00;177,00;194;
04.05.2015;23:45:00;05.05.2015;00:00:00;179,00;217;
05.05.2015;00:00:00;05.05.2015;00:15:00;219,00;165;
05.05.2015;00:15:00;05.05.2015;00:30:00;217,00;223;
05.05.2015;00:30:00;05.05.2015;00:45:00;215,00;208;
05.05.2015;00:45:00;05.05.2015;01:00:00;213,00;186;
05.05.2015;01:00:00;05.05.2015;01:15:00;211,00;182;
05.05.2015;01:15:00;05.05.2015;01:30:00;208,00;186;
05.05.2015;01:30:00;05.05.2015;01:45:00;205,00;203;
05.05.2015;01:45:00;05.05.2015;02:00:00;202,00;206;
05.05.2015;02:00:00;05.05.2015;02:15:00;198,00;211;
05.05.2015;02:15:00;05.05.2015;02:30:00;193,00;205;
05.05.2015;02:30:00;05.05.2015;02:45:00;188,00;129;
05.05.2015;02:45:00;05.05.2015;03:00:00;183,00;185;
05.05.2015;03:00:00;05.05.2015;03:15:00;179,00;192;
05.05.2015;03:15:00;05.05.2015;03:30:00;176,00;183;
05.05.2015;03:30:00;05.05.2015;03:45:00;172,00;180;
05.05.2015;03:45:00;05.05.2015;04:00:00;169,00;163;
05.05.2015;04:00:00;05.05.2015;04:15:00;166,00;137;
05.05.2015;04:15:00;05.05.2015;04:30:00;163,00;147;
05.05.2015;04:30:00;05.05.2015;04:45:00;160,00;155;
05.05.2015;04:45:00;05.05.2015;05:00:00;157,00;126;
05.05.2015;05:00:00;05.05.2015;05:15:00;153,00;168;
05.05.2015;05:15:00;05.05.2015;05:30:00;147,00;170;
05.05.2015;05:30:00;05.05.2015;05:45:00;142,00;177;
05.05.2015;05:45:00;05.05.2015;06:00:00;137,00;170;
05.05.2015;06:00:00;05.05.2015;06:15:00;132,00;157;
05.05.2015;06:15:00;05.05.2015;06:30:00;128,00;170;
05.05.2015;06:30:00;05.05.2015;06:45:00;123,00;155;
05.05.2015;06:45:00;05.05.2015;07:00:00;119,00;141;
05.05.2015;07:00:00;05.05.2015;07:15:00;115,00;128;
05.05.2015;07:15:00;05.05.2015;07:30:00;112,00;117;
05.05.2015;07:30:00;05.05.2015;07:45:00;108,00;129;
05.05.2015;07:45:00;05.05.2015;08:00:00;105,00;89;
05.05.2015;08:00:00;05.05.2015;08:15:00;99,00;124;
05.05.2015;08:15:00;05.05.2015;08:30:00;91,00;139;
05.05.2015;08:30:00;05.05.2015;08:45:00;83,00;166;
05.05.2015;08:45:00;05.05.2015;09:00:00;75,00;166;
05.05.2015;09:00:00;05.05.2015;09:15:00;69,00;123;
