Windenergieeinspeisung;;;;
2006 Oktober;;;;
;;;;
Datum;Position;prognostiziert [MW];tatsächlich [MW];Anteil Offshore [MW];
;53;2754;691;0;;
;54;2754;617;0;;
;55;2754;536;0;;
;56;2754;548;0;;
;57;2606;539;0;;
;58;2606;514;0;;
;59;2606;459;0;;
;60;2606;417;0;;
;61;2463;349;0;;
;62;2463;345;0;;
;63;2463;327;0;;
;64;2463;300;0;;
;65;2269;320;0;;
;66;2269;251;0;;
;67;2269;271;0;;
;68;2269;282;0;;
;69;2123;302;0;;
;70;2123;265;0;;
;71;2123;254;0;;
;72;2123;279;0;;
;73;1987;279;0;;
;74;1987;243;0;;
;75;1987;222;0;;
;76;1987;257;0;;
;77;1871;273;0;;
;78;1871;285;0;;
;79;1871;307;0;;
;80;1871;383;0;;
;81;1843;387;0;;
;82;1843;394;0;;
;83;1843;417;0;;
;84;1843;449;0;;
;85;1837;498;0;;
;86;1837;536;0;;
;87;1837;593;0;;
;88;1837;614;0;;
;89;1903;684;0;;
;90;1903;786;0;;
;91;1903;840;0;;
;92;1903;903;0;;
;93;2012;982;0;;
;94;2012;991;0;;
;95;2012;1003;0;;
;96;2012;1015;0;;
2006-10-04;1;1602;1035;0;;
;2;1602;1029;0;;
;3;1602;1063;0;;
;4;1602;1181;0;;
;5;1764;1212;0;;
;6;1764;1297;0;;
;7;1764;1424;0;;
;8;1764;1482;0;;
;9;1949;1498;0;;
;10;1949;1529;0;;
;11;1949;1565;0;;
;12;1949;1576;0;;
;13;2121;1631;0;;
;14;2121;1630;0;;
;15;2121;1582;0;;
;16;2121;1563;0;;
;17;2154;1544;0;;
;18;2154;1563;0;;
;19;2154;1569;0;;
;20;2154;1605;0;;
;21;2228;1655;0;;
;22;2228;1632;0;;
;23;2228;1562;0;;
;24;2228;1571;0;;
;25;2255;1621;0;;
;26;2255;1627;0;;
;27;2255;1522;0;;
;28;2255;1514;0;;
;29;2333;1617;0;;
;30;2333;1666;0;;
;31;2333;1691;0;;
;32;2333;1676;0;;
;33;2445;1599;0;;
;34;2445;1614;0;;
;35;2445;1570;0;;
;36;2445;1444;0;;
;37;2549;1452;0;;
;38;2549;1416;0;;
;39;2549;1530;0;;
;40;2549;1553;0;;
;41;2665;1509;0;;
;42;2665;1497;0;;
;43;2665;1505;0;;
;44;2665;1535;0;;
;45;2789;1424;0;;
;46;2789;1369;0;;
;47;2789;1397;0;;
;48;2789;1382;0;;
;49;2914;1439;0;;
;50;2914;1500;0;;
;51;2914;1504;0;;
;52;2914;1512;0;;
;53;3112;1447;0;;
;54;3112;1305;0;;
;55;3112;1287;0;;
;56;3112;1332;0;;
;57;3222;1373;0;;
;58;3222;1390;0;;
;59;3222;1322;0;;
;60;3222;1256;0;;
;61;3240;1246;0;;
;62;3240;1327;0;;
;63;3240;1376;0;;
;64;3240;1244;0;;
;65;3138;1208;0;;
;66;3138;1250;0;;
;67;3138;1159;0;;
;68;3138;1189;0;;
;69;2942;1075;0;;
;70;2942;1062;0;;
;71;2942;1082;0;;
;72;2942;988;0;;
;73;2675;960;0;;
;74;2675;893;0;;
;75;2675;799;0;;
;76;2675;767;0;;
;77;2395;692;0;;
;78;2395;671;0;;
;79;2395;720;0;;
;80;2395;713;0;;
;81;2132;653;0;;
;82;2132;680;0;;
;83;2132;739;0;;
;84;2132;641;0;;
;85;1953;642;0;;
;86;1953;646;0;;
;87;1953;619;0;;
;88;1953;619;0;;
;89;1838;651;0;;
;90;1838;671;0;;
;91;1838;664;0;;
;92;1838;696;0;;
;93;1778;740;0;;
;94;1778;742;0;;
;95;1778;743;0;;
;96;1778;710;0;;
2006-10-05;1;1503;705;0;;
;2;1503;767;0;;
;3;1503;749;0;;
;4;1503;765;0;;
;5;1550;801;0;;
;6;1550;813;0;;
;7;1550;817;0;;
;8;1550;854;0;;
;9;1618;884;0;;
;10;1618;905;0;;
;11;1618;907;0;;
;12;1618;974;0;;
;13;1677;1005;0;;
;14;1677;969;0;;
;15;1677;948;0;;
;16;1677;984;0;;
;17;1705;961;0;;
;18;1705;943;0;;
;19;1705;964;0;;
;20;1705;979;0;;
;21;1789;976;0;;
;22;1789;931;0;;
;23;1789;930;0;;
;24;1789;909;0;;
;25;1788;880;0;;
;26;1788;839;0;;
;27;1788;826;0;;
;28;1788;853;0;;
;29;1799;867;0;;
;30;1799;896;0;;
;31;1799;900;0;;
;32;1799;898;0;;
;33;1846;876;0;;
;34;1846;885;0;;
;35;1846;853;0;;
;36;1846;790;0;;
;37;1941;741;0;;
;38;1941;735;0;;
;39;1941;666;0;;
;40;1941;652;0;;
;41;2118;643;0;;
;42;2118;660;0;;
;43;2118;664;0;;
;44;2118;662;0;;
;45;2270;717;0;;
;46;2270;761;0;;
;47;2270;780;0;;
;48;2270;812;0;;
;49;2476;855;0;;
;50;2476;918;0;;
;51;2476;964;0;;
;52;2476;961;0;;
;53;2598;1003;0;;
;54;2598;1051;0;;
;55;2598;1143;0;;
;56;2598;1165;0;;
;57;2620;1220;0;;
;58;2620;1190;0;;
;59;2620;1274;0;;
;60;2620;1385;0;;
;61;2546;1519;0;;
;62;2546;1541;0;;
;63;2546;1572;0;;
;64;2546;1515;0;;
;65;2433;1396;0;;
;66;2433;1355;0;;
;67;2433;1310;0;;
;68;2433;1325;0;;
;69;2348;1249;0;;
;70;2348;1164;0;;
;71;2348;1215;0;;
;72;2348;1179;0;;
;73;2209;1113;0;;
;74;2209;1110;0;;
;75;2209;1144;0;;
;76;2209;1180;0;;
;77;2189;1258;0;;
;78;2189;1379;0;;
;79;2189;1466;0;;
;80;2189;1593;0;;
;81;2113;1690;0;;
;82;2113;1764;0;;
;83;2113;1858;0;;
;84;2113;1996;0;;
;85;2271;2183;0;;
;86;2271;2350;0;;
;87;2271;2383;0;;
;88;2271;2433;0;;
;89;2466;2540;0;;
;90;2466;2716;0;;
;91;2466;2895;0;;
;92;2466;3018;0;;
;93;2765;3118;0;;
;94;2765;3185;0;;
