Photovoltaikenergieeinspeisung in Gesamt;;;;
2010 Januar;;;;
;;;;
Datum;Position;prognostiziert [MW];tatsächlich [MW];
;69;0;2;
;70;0;0;
;71;0;0;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-19;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;0;0;
;30;0;0;
;31;0;0;
;32;0;0;
;33;22;1;
;34;22;8;
;35;22;30;
;36;22;54;
;37;123;87;
;38;123;121;
;39;123;160;
;40;123;185;
;41;279;217;
;42;279;275;
;43;279;338;
;44;279;383;
;45;397;422;
;46;397;446;
;47;397;455;
;48;397;466;
;49;433;477;
;50;433;498;
;51;433;484;
;52;433;520;
;53;389;484;
;54;389;462;
;55;389;421;
;56;389;392;
;57;273;372;
;58;273;327;
;59;273;308;
;60;273;280;
;61;102;233;
;62;102;209;
;63;102;170;
;64;102;129;
;65;12;79;
;66;12;38;
;67;12;17;
;68;12;4;
;69;0;1;
;70;0;0;
;71;0;0;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-20;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;0;0;
;30;0;0;
;31;0;0;
;32;0;0;
;33;32;1;
;34;32;4;
;35;32;12;
;36;32;27;
;37;164;47;
;38;164;70;
;39;164;102;
;40;164;137;
;41;382;175;
;42;382;208;
;43;382;246;
;44;382;275;
;45;548;306;
;46;548;329;
;47;548;360;
;48;548;390;
;49;602;402;
;50;602;424;
;51;602;426;
;52;602;420;
;53;549;447;
;54;549;443;
;55;549;434;
;56;549;399;
;57;389;389;
;58;389;375;
;59;389;327;
;60;389;270;
;61;151;230;
;62;151;181;
;63;151;143;
;64;151;104;
;65;25;62;
;66;25;27;
;67;25;9;
;68;25;2;
;69;0;1;
;70;0;0;
;71;0;0;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-21;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;0;0;
;30;0;0;
;31;0;0;
;32;0;0;
;33;34;1;
;34;34;1;
;35;34;4;
;36;34;12;
;37;161;27;
;38;161;42;
;39;161;60;
;40;161;79;
;41;362;101;
;42;362;122;
;43;362;142;
;44;362;158;
;45;528;180;
;46;528;192;
;47;528;205;
;48;528;216;
;49;581;227;
;50;581;234;
;51;581;240;
;52;581;248;
;53;516;246;
;54;516;236;
;55;516;223;
;56;516;210;
;57;350;197;
;58;350;175;
;59;350;156;
;60;350;135;
;61;134;114;
;62;134;95;
;63;134;73;
;64;134;51;
;65;19;30;
;66;19;17;
;67;19;6;
;68;19;3;
;69;0;1;
;70;0;0;
;71;0;0;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-22;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;0;0;
;30;0;0;
;31;0;0;
;32;0;0;
;33;39;2;
;34;39;3;
;35;39;11;
;36;39;25;
;37;174;48;
;38;174;74;
;39;174;101;
;40;174;131;
;41;399;162;
;42;399;194;
;43;399;220;
;44;399;247;
;45;598;274;
;46;598;293;
;47;598;309;
;48;598;329;
;49;660;334;
;50;660;356;
;51;660;364;
;52;660;369;
;53;582;367;
;54;582;359;
;55;582;351;
;56;582;337;
;57;387;317;
;58;387;288;
;59;387;254;
;60;387;216;
;61;160;178;
;62;160;141;
;63;160;109;
;64;160;76;
;65;32;46;
;66;32;22;
;67;32;8;
;68;32;3;
;69;0;1;
;70;0;0;
;71;0;0;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-23;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;1;0;
;30;1;0;
;31;1;0;
;32;1;0;
;33;53;1;
;34;53;4;
;35;53;10;
;36;53;21;
;37;215;39;
;38;215;61;
;39;215;86;
;40;215;111;
;41;458;136;
;42;458;155;
;43;458;178;
;44;458;203;
;45;626;224;
;46;626;233;
;47;626;250;
;48;626;266;
;49;672;270;
;50;672;283;
;51;672;280;
;52;672;276;
;53;598;272;
;54;598;268;
;55;598;266;
;56;598;250;
;57;414;232;
;58;414;209;
;59;414;188;
;60;414;165;
;61;170;138;
;62;170;107;
;63;170;80;
;64;170;55;
;65;36;33;
;66;36;15;
;67;36;5;
;68;36;2;
;69;0;1;
;70;0;0;
;71;0;0;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-24;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;1;0;
;30;1;0;
;31;1;0;
;32;1;0;
;33;39;1;
;34;39;2;
;35;39;8;
;36;39;19;
;37;168;35;
;38;168;56;
;39;168;79;
;40;168;105;
;41;351;130;
;42;351;155;
;43;351;179;
;44;351;202;
;45;476;224;
;46;476;246;
;47;476;260;
;48;476;271;
;49;498;283;
;50;498;288;
;51;498;298;
;52;498;299;
;53;429;291;
;54;429;288;
;55;429;284;
;56;429;263;
;57;286;246;
;58;286;222;
;59;286;198;
;60;286;173;
;61;122;142;
;62;122;116;
;63;122;90;
;64;122;64;
;65;17;38;
;66;17;19;
;67;17;6;
;68;17;2;
;69;0;2;
;70;0;1;
;71;0;0;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-25;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;0;0;
;30;0;0;
;31;0;0;
;32;0;0;
;33;11;1;
;34;11;9;
;35;11;19;
;36;11;36;
;37;78;55;
;38;78;78;
;39;78;105;
;40;78;133;
;41;165;165;
;42;165;186;
;43;165;215;
;44;165;249;
;45;225;284;
;46;225;314;
;47;225;356;
;48;225;374;
;49;249;411;
;50;249;413;
;51;249;414;
;52;249;418;
;53;234;405;
;54;234;391;
;55;234;364;
;56;234;343;
;57;179;317;
;58;179;282;
;59;179;246;
;60;179;213;
;61;83;173;
;62;83;137;
;63;83;105;
;64;83;76;
;65;10;49;
;66;10;24;
;67;10;9;
;68;10;2;
;69;0;1;
;70;0;1;
;71;0;0;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-26;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;1;0;
;30;1;0;
;31;1;0;
;32;1;0;
;33;35;1;
;34;35;1;
;35;35;4;
;36;35;17;
;37;165;37;
;38;165;62;
;39;165;92;
;40;165;125;
;41;346;155;
;42;346;187;
;43;346;215;
;44;346;248;
;45;472;278;
;46;472;305;
;47;472;323;
;48;472;337;
;49;505;351;
;50;505;364;
;51;505;375;
;52;505;380;
;53;449;377;
;54;449;374;
;55;449;369;
;56;449;357;
;57;318;342;
;58;318;320;
;59;318;293;
;60;318;265;
;61;149;222;
;62;149;183;
;63;149;143;
;64;149;104;
;65;30;68;
;66;30;39;
;67;30;17;
;68;30;5;
;69;0;1;
;70;0;0;
;71;0;0;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-27;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;3;0;
;30;3;0;
;31;3;0;
;32;3;0;
;33;45;1;
;34;45;6;
;35;45;20;
;36;45;39;
;37;189;47;
;38;189;62;
;39;189;83;
;40;189;108;
;41;398;125;
;42;398;151;
;43;398;181;
;44;398;224;
;45;555;258;
;46;555;294;
;47;555;313;
;48;555;353;
;49;602;356;
;50;602;386;
;51;602;383;
;52;602;376;
;53;532;368;
;54;532;348;
;55;532;326;
;56;532;288;
;57;364;264;
;58;364;233;
;59;364;195;
;60;364;162;
;61;169;140;
;62;169;121;
;63;169;92;
;64;169;65;
;65;36;44;
;66;36;23;
;67;36;9;
;68;36;3;
;69;0;1;
;70;0;0;
;71;0;0;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-28;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;3;0;
;30;3;0;
;31;3;0;
;32;3;0;
;33;35;1;
;34;35;2;
;35;35;5;
;36;35;13;
;37;140;25;
;38;140;40;
;39;140;62;
;40;140;87;
;41;298;102;
;42;298;126;
;43;298;141;
;44;298;156;
;45;413;192;
;46;413;198;
;47;413;216;
;48;413;223;
;49;460;245;
;50;460;264;
;51;460;279;
;52;460;288;
;53;441;271;
;54;441;262;
;55;441;300;
;56;441;257;
;57;340;257;
;58;340;235;
;59;340;221;
;60;340;199;
;61;146;169;
;62;146;139;
;63;146;111;
;64;146;86;
;65;13;56;
;66;13;35;
;67;13;20;
;68;13;8;
;69;0;4;
;70;0;3;
;71;0;1;
;72;0;1;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-29;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;2;0;
;30;2;0;
;31;2;0;
;32;2;0;
;33;35;1;
;34;35;4;
;35;35;9;
;36;35;17;
;37;142;27;
;38;142;41;
;39;142;57;
;40;142;71;
;41;290;88;
;42;290;104;
;43;290;124;
;44;290;137;
;45;392;152;
;46;392;172;
;47;392;194;
;48;392;219;
;49;413;246;
;50;413;264;
;51;413;271;
;52;413;254;
;53;370;228;
;54;370;220;
;55;370;206;
;56;370;188;
;57;266;174;
;58;266;160;
;59;266;144;
;60;266;129;
;61;126;108;
;62;126;89;
;63;126;70;
;64;126;53;
;65;39;37;
;66;39;25;
;67;39;12;
;68;39;5;
;69;0;3;
;70;0;2;
;71;0;1;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-30;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;2;0;
;30;2;0;
;31;2;0;
;32;2;0;
;33;28;1;
;34;28;3;
;35;28;9;
;36;28;28;
;37;165;40;
;38;165;51;
;39;165;78;
;40;165;102;
;41;349;133;
;42;349;151;
;43;349;168;
;44;349;189;
;45;475;228;
;46;475;243;
;47;475;250;
;48;475;274;
;49;526;317;
;50;526;314;
;51;526;317;
;52;526;310;
;53;502;312;
;54;502;299;
;55;502;287;
;56;502;268;
;57;389;258;
;58;389;216;
;59;389;191;
;60;389;172;
;61;178;145;
;62;178;122;
;63;178;115;
;64;178;93;
;65;18;63;
;66;18;40;
;67;18;23;
;68;18;11;
;69;0;4;
;70;0;1;
;71;0;1;
;72;0;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
2010-01-31;1;0;0;
;2;0;0;
;3;0;0;
;4;0;0;
;5;0;0;
;6;0;0;
;7;0;0;
;8;0;0;
;9;0;0;
;10;0;0;
;11;0;0;
;12;0;0;
;13;0;0;
;14;0;0;
;15;0;0;
;16;0;0;
;17;0;0;
;18;0;0;
;19;0;0;
;20;0;0;
;21;0;0;
;22;0;0;
;23;0;0;
;24;0;0;
;25;0;0;
;26;0;0;
;27;0;0;
;28;0;0;
;29;3;0;
;30;3;0;
;31;3;0;
;32;3;0;
;33;24;0;
;34;24;4;
;35;24;10;
;36;24;21;
;37;178;34;
;38;178;53;
;39;178;72;
;40;178;92;
;41;374;107;
;42;374;123;
;43;374;145;
;44;374;169;
;45;506;176;
;46;506;195;
;47;506;203;
;48;506;375;
;49;528;355;
;50;528;356;
;51;528;368;
;52;528;369;
;53;471;372;
;54;471;363;
;55;471;386;
;56;471;363;
;57;340;353;
;58;340;348;
;59;340;276;
;60;340;243;
;61;155;213;
;62;155;182;
;63;155;145;
;64;155;96;
;65;19;67;
;66;19;44;
;67;19;24;
;68;19;8;
;69;1;3;
;70;1;2;
;71;1;1;
;72;1;0;
;73;0;0;
;74;0;0;
;75;0;0;
;76;0;0;
;77;0;0;
;78;0;0;
;79;0;0;
;80;0;0;
;81;0;0;
;82;0;0;
;83;0;0;
;84;0;0;
;85;0;0;
;86;0;0;
;87;0;0;
;88;0;0;
;89;0;0;
;90;0;0;
;91;0;0;
;92;0;0;
;93;0;0;
;94;0;0;
;95;0;0;
;96;0;0;
