Datum von;Uhrzeit von;Datum bis;Uhrzeit bis;Prognose (MW);Ist-Wert (MW);
01.06.2015;07:45:00;01.06.2015;08:00:00;69,00;84;
01.06.2015;08:00:00;01.06.2015;08:15:00;65,00;80;
01.06.2015;08:15:00;01.06.2015;08:30:00;60,00;75;
01.06.2015;08:30:00;01.06.2015;08:45:00;54,00;62;
01.06.2015;08:45:00;01.06.2015;09:00:00;49,00;63;
01.06.2015;09:00:00;01.06.2015;09:15:00;45,00;61;
01.06.2015;09:15:00;01.06.2015;09:30:00;43,00;52;
01.06.2015;09:30:00;01.06.2015;09:45:00;40,00;67;
01.06.2015;09:45:00;01.06.2015;10:00:00;38,00;64;
01.06.2015;10:00:00;01.06.2015;10:15:00;36,00;48;
01.06.2015;10:15:00;01.06.2015;10:30:00;35,00;63;
01.06.2015;10:30:00;01.06.2015;10:45:00;33,00;67;
01.06.2015;10:45:00;01.06.2015;11:00:00;32,00;62;
01.06.2015;11:00:00;01.06.2015;11:15:00;31,00;59;
01.06.2015;11:15:00;01.06.2015;11:30:00;31,00;64;
01.06.2015;11:30:00;01.06.2015;11:45:00;30,00;66;
01.06.2015;11:45:00;01.06.2015;12:00:00;29,00;45;
01.06.2015;12:00:00;01.06.2015;12:15:00;30,00;67;
01.06.2015;12:15:00;01.06.2015;12:30:00;30,00;52;
01.06.2015;12:30:00;01.06.2015;12:45:00;31,00;52;
01.06.2015;12:45:00;01.06.2015;13:00:00;32,00;56;
01.06.2015;13:00:00;01.06.2015;13:15:00;32,00;64;
01.06.2015;13:15:00;01.06.2015;13:30:00;32,00;55;
01.06.2015;13:30:00;01.06.2015;13:45:00;33,00;54;
01.06.2015;13:45:00;01.06.2015;14:00:00;33,00;59;
01.06.2015;14:00:00;01.06.2015;14:15:00;33,00;92;
01.06.2015;14:15:00;01.06.2015;14:30:00;33,00;101;
01.06.2015;14:30:00;01.06.2015;14:45:00;33,00;92;
01.06.2015;14:45:00;01.06.2015;15:00:00;33,00;80;
01.06.2015;15:00:00;01.06.2015;15:15:00;34,00;86;
01.06.2015;15:15:00;01.06.2015;15:30:00;34,00;87;
01.06.2015;15:30:00;01.06.2015;15:45:00;35,00;78;
01.06.2015;15:45:00;01.06.2015;16:00:00;36,00;108;
01.06.2015;16:00:00;01.06.2015;16:15:00;36,00;89;
01.06.2015;16:15:00;01.06.2015;16:30:00;36,00;122;
01.06.2015;16:30:00;01.06.2015;16:45:00;36,00;95;
01.06.2015;16:45:00;01.06.2015;17:00:00;35,00;122;
01.06.2015;17:00:00;01.06.2015;17:15:00;33,00;102;
01.06.2015;17:15:00;01.06.2015;17:30:00;30,00;91;
01.06.2015;17:30:00;01.06.2015;17:45:00;27,00;75;
01.06.2015;17:45:00;01.06.2015;18:00:00;23,00;82;
01.06.2015;18:00:00;01.06.2015;18:15:00;21,00;75;
01.06.2015;18:15:00;01.06.2015;18:30:00;18,00;67;
01.06.2015;18:30:00;01.06.2015;18:45:00;16,00;44;
01.06.2015;18:45:00;01.06.2015;19:00:00;14,00;51;
01.06.2015;19:00:00;01.06.2015;19:15:00;13,00;55;
01.06.2015;19:15:00;01.06.2015;19:30:00;12,00;34;
01.06.2015;19:30:00;01.06.2015;19:45:00;12,00;36;
01.06.2015;19:45:00;01.06.2015;20:00:00;11,00;24;
01.06.2015;20:00:00;01.06.2015;20:15:00;10,00;23;
01.06.2015;20:15:00;01.06.2015;20:30:00;9,00;22;
01.06.2015;20:30:00;01.06.2015;20:45:00;7,00;19;
01.06.2015;20:45:00;01.06.2015;21:00:00;6,00;15;
01.06.2015;21:00:00;01.06.2015;21:15:00;6,00;16;
01.06.2015;21:15:00;01.06.2015;21:30:00;6,00;16;
01.06.2015;21:30:00;01.06.2015;21:45:00;7,00;17;
01.06.2015;21:45:00;01.06.2015;22:00:00;8,00;24;
01.06.2015;22:00:00;01.06.2015;22:15:00;10,00;20;
01.06.2015;22:15:00;01.06.2015;22:30:00;12,00;19;
01.06.2015;22:30:00;01.06.2015;22:45:00;14,00;30;
01.06.2015;22:45:00;01.06.2015;23:00:00;16,00;31;
01.06.2015;23:00:00;01.06.2015;23:15:00;19,00;36;
01.06.2015;23:15:00;01.06.2015;23:30:00;22,00;31;
01.06.2015;23:30:00;01.06.2015;23:45:00;25,00;47;
01.06.2015;23:45:00;02.06.2015;00:00:00;28,00;49;
02.06.2015;00:00:00;02.06.2015;00:15:00;55,00;39;
02.06.2015;00:15:00;02.06.2015;00:30:00;56,00;36;
02.06.2015;00:30:00;02.06.2015;00:45:00;57,00;55;
02.06.2015;00:45:00;02.06.2015;01:00:00;58,00;69;
02.06.2015;01:00:00;02.06.2015;01:15:00;59,00;66;
02.06.2015;01:15:00;02.06.2015;01:30:00;59,00;65;
02.06.2015;01:30:00;02.06.2015;01:45:00;60,00;69;
02.06.2015;01:45:00;02.06.2015;02:00:00;61,00;59;
02.06.2015;02:00:00;02.06.2015;02:15:00;62,00;73;
02.06.2015;02:15:00;02.06.2015;02:30:00;63,00;72;
02.06.2015;02:30:00;02.06.2015;02:45:00;64,00;74;
02.06.2015;02:45:00;02.06.2015;03:00:00;65,00;75;
02.06.2015;03:00:00;02.06.2015;03:15:00;66,00;69;
02.06.2015;03:15:00;02.06.2015;03:30:00;68,00;75;
02.06.2015;03:30:00;02.06.2015;03:45:00;70,00;65;
02.06.2015;03:45:00;02.06.2015;04:00:00;71,00;64;
02.06.2015;04:00:00;02.06.2015;04:15:00;73,00;53;
02.06.2015;04:15:00;02.06.2015;04:30:00;75,00;54;
02.06.2015;04:30:00;02.06.2015;04:45:00;77,00;57;
02.06.2015;04:45:00;02.06.2015;05:00:00;79,00;71;
02.06.2015;05:00:00;02.06.2015;05:15:00;79,00;61;
02.06.2015;05:15:00;02.06.2015;05:30:00;77,00;65;
02.06.2015;05:30:00;02.06.2015;05:45:00;76,00;94;
02.06.2015;05:45:00;02.06.2015;06:00:00;74,00;77;
02.06.2015;06:00:00;02.06.2015;06:15:00;72,00;83;
02.06.2015;06:15:00;02.06.2015;06:30:00;69,00;109;
02.06.2015;06:30:00;02.06.2015;06:45:00;67,00;99;
02.06.2015;06:45:00;02.06.2015;07:00:00;65,00;102;
02.06.2015;07:00:00;02.06.2015;07:15:00;64,00;66;
02.06.2015;07:15:00;02.06.2015;07:30:00;64,00;73;
02.06.2015;07:30:00;02.06.2015;07:45:00;65,00;80;
02.06.2015;07:45:00;02.06.2015;08:00:00;66,00;82;
02.06.2015;08:00:00;02.06.2015;08:15:00;69,00;68;
02.06.2015;08:15:00;02.06.2015;08:30:00;75,00;72;
02.06.2015;08:30:00;02.06.2015;08:45:00;81,00;75;
02.06.2015;08:45:00;02.06.2015;09:00:00;87,00;79;
02.06.2015;09:00:00;02.06.2015;09:15:00;95,00;57;
02.06.2015;09:15:00;02.06.2015;09:30:00;104,00;79;
02.06.2015;09:30:00;02.06.2015;09:45:00;114,00;79;
02.06.2015;09:45:00;02.06.2015;10:00:00;123,00;93;
02.06.2015;10:00:00;02.06.2015;10:15:00;132,00;132;
02.06.2015;10:15:00;02.06.2015;10:30:00;141,00;135;
02.06.2015;10:30:00;02.06.2015;10:45:00;149,00;178;
02.06.2015;10:45:00;02.06.2015;11:00:00;157,00;207;
02.06.2015;11:00:00;02.06.2015;11:15:00;164,00;251;
02.06.2015;11:15:00;02.06.2015;11:30:00;168,00;223;
02.06.2015;11:30:00;02.06.2015;11:45:00;173,00;206;
02.06.2015;11:45:00;02.06.2015;12:00:00;178,00;222;
02.06.2015;12:00:00;02.06.2015;12:15:00;178,00;213;
02.06.2015;12:15:00;02.06.2015;12:30:00;174,00;194;
02.06.2015;12:30:00;02.06.2015;12:45:00;170,00;236;
02.06.2015;12:45:00;02.06.2015;13:00:00;166,00;190;
02.06.2015;13:00:00;02.06.2015;13:15:00;162,00;192;
02.06.2015;13:15:00;02.06.2015;13:30:00;159,00;227;
02.06.2015;13:30:00;02.06.2015;13:45:00;156,00;222;
02.06.2015;13:45:00;02.06.2015;14:00:00;153,00;204;
02.06.2015;14:00:00;02.06.2015;14:15:00;151,00;205;
02.06.2015;14:15:00;02.06.2015;14:30:00;150,00;206;
02.06.2015;14:30:00;02.06.2015;14:45:00;149,00;191;
02.06.2015;14:45:00;02.06.2015;15:00:00;148,00;197;
02.06.2015;15:00:00;02.06.2015;15:15:00;147,00;212;
02.06.2015;15:15:00;02.06.2015;15:30:00;147,00;207;
02.06.2015;15:30:00;02.06.2015;15:45:00;147,00;192;
02.06.2015;15:45:00;02.06.2015;16:00:00;147,00;191;
02.06.2015;16:00:00;02.06.2015;16:15:00;145,00;225;
02.06.2015;16:15:00;02.06.2015;16:30:00;142,00;191;
02.06.2015;16:30:00;02.06.2015;16:45:00;139,00;205;
02.06.2015;16:45:00;02.06.2015;17:00:00;135,00;178;
02.06.2015;17:00:00;02.06.2015;17:15:00;131,00;152;
02.06.2015;17:15:00;02.06.2015;17:30:00;125,00;166;
02.06.2015;17:30:00;02.06.2015;17:45:00;120,00;168;
02.06.2015;17:45:00;02.06.2015;18:00:00;114,00;174;
02.06.2015;18:00:00;02.06.2015;18:15:00;110,00;137;
02.06.2015;18:15:00;02.06.2015;18:30:00;105,00;174;
02.06.2015;18:30:00;02.06.2015;18:45:00;101,00;155;
02.06.2015;18:45:00;02.06.2015;19:00:00;97,00;137;
02.06.2015;19:00:00;02.06.2015;19:15:00;94,00;133;
02.06.2015;19:15:00;02.06.2015;19:30:00;91,00;122;
02.06.2015;19:30:00;02.06.2015;19:45:00;89,00;120;
02.06.2015;19:45:00;02.06.2015;20:00:00;86,00;144;
02.06.2015;20:00:00;02.06.2015;20:15:00;85,00;85;
02.06.2015;20:15:00;02.06.2015;20:30:00;85,00;70;
02.06.2015;20:30:00;02.06.2015;20:45:00;86,00;55;
02.06.2015;20:45:00;02.06.2015;21:00:00;86,00;60;
02.06.2015;21:00:00;02.06.2015;21:15:00;88,00;66;
02.06.2015;21:15:00;02.06.2015;21:30:00;92,00;76;
02.06.2015;21:30:00;02.06.2015;21:45:00;96,00;72;
02.06.2015;21:45:00;02.06.2015;22:00:00;100,00;91;
02.06.2015;22:00:00;02.06.2015;22:15:00;104,00;107;
02.06.2015;22:15:00;02.06.2015;22:30:00;106,00;110;
02.06.2015;22:30:00;02.06.2015;22:45:00;109,00;132;
02.06.2015;22:45:00;02.06.2015;23:00:00;111,00;153;
02.06.2015;23:00:00;02.06.2015;23:15:00;113,00;134;
02.06.2015;23:15:00;02.06.2015;23:30:00;115,00;160;
02.06.2015;23:30:00;02.06.2015;23:45:00;116,00;158;
02.06.2015;23:45:00;03.06.2015;00:00:00;118,00;147;
03.06.2015;00:00:00;03.06.2015;00:15:00;112,00;134;
03.06.2015;00:15:00;03.06.2015;00:30:00;112,00;103;
03.06.2015;00:30:00;03.06.2015;00:45:00;111,00;131;
03.06.2015;00:45:00;03.06.2015;01:00:00;110,00;130;
03.06.2015;01:00:00;03.06.2015;01:15:00;109,00;132;
03.06.2015;01:15:00;03.06.2015;01:30:00;108,00;129;
03.06.2015;01:30:00;03.06.2015;01:45:00;106,00;121;
03.06.2015;01:45:00;03.06.2015;02:00:00;105,00;114;
03.06.2015;02:00:00;03.06.2015;02:15:00;104,00;113;
03.06.2015;02:15:00;03.06.2015;02:30:00;104,00;126;
03.06.2015;02:30:00;03.06.2015;02:45:00;105,00;140;
03.06.2015;02:45:00;03.06.2015;03:00:00;105,00;131;
03.06.2015;03:00:00;03.06.2015;03:15:00;106,00;122;
03.06.2015;03:15:00;03.06.2015;03:30:00;106,00;126;
03.06.2015;03:30:00;03.06.2015;03:45:00;107,00;130;
03.06.2015;03:45:00;03.06.2015;04:00:00;108,00;141;
03.06.2015;04:00:00;03.06.2015;04:15:00;108,00;138;
03.06.2015;04:15:00;03.06.2015;04:30:00;108,00;137;
03.06.2015;04:30:00;03.06.2015;04:45:00;107,00;137;
03.06.2015;04:45:00;03.06.2015;05:00:00;106,00;134;
03.06.2015;05:00:00;03.06.2015;05:15:00;105,00;142;
03.06.2015;05:15:00;03.06.2015;05:30:00;103,00;143;
03.06.2015;05:30:00;03.06.2015;05:45:00;101,00;147;
03.06.2015;05:45:00;03.06.2015;06:00:00;99,00;142;
03.06.2015;06:00:00;03.06.2015;06:15:00;96,00;135;
03.06.2015;06:15:00;03.06.2015;06:30:00;93,00;124;
03.06.2015;06:30:00;03.06.2015;06:45:00;90,00;128;
03.06.2015;06:45:00;03.06.2015;07:00:00;87,00;124;
03.06.2015;07:00:00;03.06.2015;07:15:00;84,00;107;
03.06.2015;07:15:00;03.06.2015;07:30:00;82,00;95;
03.06.2015;07:30:00;03.06.2015;07:45:00;80,00;87;
03.06.2015;07:45:00;03.06.2015;08:00:00;77,00;80;
03.06.2015;08:00:00;03.06.2015;08:15:00;75,00;68;
03.06.2015;08:15:00;03.06.2015;08:30:00;73,00;69;
03.06.2015;08:30:00;03.06.2015;08:45:00;71,00;73;
03.06.2015;08:45:00;03.06.2015;09:00:00;69,00;65;
03.06.2015;09:00:00;03.06.2015;09:15:00;68,00;75;
03.06.2015;09:15:00;03.06.2015;09:30:00;68,00;82;
03.06.2015;09:30:00;03.06.2015;09:45:00;68,00;89;
03.06.2015;09:45:00;03.06.2015;10:00:00;69,00;101;
03.06.2015;10:00:00;03.06.2015;10:15:00;70,00;110;
03.06.2015;10:15:00;03.06.2015;10:30:00;71,00;119;
03.06.2015;10:30:00;03.06.2015;10:45:00;73,00;110;
03.06.2015;10:45:00;03.06.2015;11:00:00;74,00;142;
03.06.2015;11:00:00;03.06.2015;11:15:00;76,00;159;
03.06.2015;11:15:00;03.06.2015;11:30:00;77,00;145;
03.06.2015;11:30:00;03.06.2015;11:45:00;79,00;154;
03.06.2015;11:45:00;03.06.2015;12:00:00;81,00;160;
03.06.2015;12:00:00;03.06.2015;12:15:00;83,00;185;
03.06.2015;12:15:00;03.06.2015;12:30:00;86,00;172;
03.06.2015;12:30:00;03.06.2015;12:45:00;88,00;147;
03.06.2015;12:45:00;03.06.2015;13:00:00;91,00;155;
03.06.2015;13:00:00;03.06.2015;13:15:00;93,00;143;
03.06.2015;13:15:00;03.06.2015;13:30:00;93,00;152;
03.06.2015;13:30:00;03.06.2015;13:45:00;94,00;147;
03.06.2015;13:45:00;03.06.2015;14:00:00;95,00;140;
03.06.2015;14:00:00;03.06.2015;14:15:00;95,00;145;
03.06.2015;14:15:00;03.06.2015;14:30:00;96,00;151;
03.06.2015;14:30:00;03.06.2015;14:45:00;96,00;147;
03.06.2015;14:45:00;03.06.2015;15:00:00;96,00;134;
03.06.2015;15:00:00;03.06.2015;15:15:00;96,00;122;
03.06.2015;15:15:00;03.06.2015;15:30:00;96,00;103;
03.06.2015;15:30:00;03.06.2015;15:45:00;96,00;141;
03.06.2015;15:45:00;03.06.2015;16:00:00;96,00;102;
03.06.2015;16:00:00;03.06.2015;16:15:00;96,00;88;
03.06.2015;16:15:00;03.06.2015;16:30:00;95,00;79;
03.06.2015;16:30:00;03.06.2015;16:45:00;94,00;66;
03.06.2015;16:45:00;03.06.2015;17:00:00;93,00;75;
03.06.2015;17:00:00;03.06.2015;17:15:00;90,00;74;
03.06.2015;17:15:00;03.06.2015;17:30:00;87,00;73;
03.06.2015;17:30:00;03.06.2015;17:45:00;83,00;74;
03.06.2015;17:45:00;03.06.2015;18:00:00;80,00;70;
03.06.2015;18:00:00;03.06.2015;18:15:00;77,00;65;
03.06.2015;18:15:00;03.06.2015;18:30:00;74,00;68;
03.06.2015;18:30:00;03.06.2015;18:45:00;72,00;58;
03.06.2015;18:45:00;03.06.2015;19:00:00;70,00;54;
03.06.2015;19:00:00;03.06.2015;19:15:00;68,00;52;
03.06.2015;19:15:00;03.06.2015;19:30:00;67,00;49;
03.06.2015;19:30:00;03.06.2015;19:45:00;66,00;59;
03.06.2015;19:45:00;03.06.2015;20:00:00;64,00;65;
03.06.2015;20:00:00;03.06.2015;20:15:00;64,00;54;
03.06.2015;20:15:00;03.06.2015;20:30:00;64,00;50;
03.06.2015;20:30:00;03.06.2015;20:45:00;63,00;55;
03.06.2015;20:45:00;03.06.2015;21:00:00;63,00;58;
03.06.2015;21:00:00;03.06.2015;21:15:00;63,00;46;
03.06.2015;21:15:00;03.06.2015;21:30:00;64,00;47;
03.06.2015;21:30:00;03.06.2015;21:45:00;64,00;66;
03.06.2015;21:45:00;03.06.2015;22:00:00;64,00;66;
03.06.2015;22:00:00;03.06.2015;22:15:00;64,00;66;
03.06.2015;22:15:00;03.06.2015;22:30:00;63,00;62;
03.06.2015;22:30:00;03.06.2015;22:45:00;63,00;56;
03.06.2015;22:45:00;03.06.2015;23:00:00;62,00;59;
03.06.2015;23:00:00;03.06.2015;23:15:00;60,00;62;
03.06.2015;23:15:00;03.06.2015;23:30:00;59,00;67;
03.06.2015;23:30:00;03.06.2015;23:45:00;57,00;75;
03.06.2015;23:45:00;04.06.2015;00:00:00;55,00;78;
04.06.2015;00:00:00;04.06.2015;00:15:00;46,00;89;
04.06.2015;00:15:00;04.06.2015;00:30:00;45,00;88;
04.06.2015;00:30:00;04.06.2015;00:45:00;45,00;83;
04.06.2015;00:45:00;04.06.2015;01:00:00;44,00;81;
04.06.2015;01:00:00;04.06.2015;01:15:00;44,00;58;
04.06.2015;01:15:00;04.06.2015;01:30:00;45,00;43;
04.06.2015;01:30:00;04.06.2015;01:45:00;45,00;39;
04.06.2015;01:45:00;04.06.2015;02:00:00;45,00;35;
04.06.2015;02:00:00;04.06.2015;02:15:00;45,00;30;
04.06.2015;02:15:00;04.06.2015;02:30:00;45,00;31;
04.06.2015;02:30:00;04.06.2015;02:45:00;46,00;28;
04.06.2015;02:45:00;04.06.2015;03:00:00;46,00;26;
04.06.2015;03:00:00;04.06.2015;03:15:00;45,00;22;
04.06.2015;03:15:00;04.06.2015;03:30:00;45,00;19;
04.06.2015;03:30:00;04.06.2015;03:45:00;45,00;20;
04.06.2015;03:45:00;04.06.2015;04:00:00;44,00;23;
04.06.2015;04:00:00;04.06.2015;04:15:00;44,00;20;
04.06.2015;04:15:00;04.06.2015;04:30:00;42,00;20;
04.06.2015;04:30:00;04.06.2015;04:45:00;41,00;24;
04.06.2015;04:45:00;04.06.2015;05:00:00;40,00;23;
04.06.2015;05:00:00;04.06.2015;05:15:00;39,00;25;
04.06.2015;05:15:00;04.06.2015;05:30:00;38,00;20;
04.06.2015;05:30:00;04.06.2015;05:45:00;36,00;21;
04.06.2015;05:45:00;04.06.2015;06:00:00;35,00;19;
04.06.2015;06:00:00;04.06.2015;06:15:00;33,00;16;
04.06.2015;06:15:00;04.06.2015;06:30:00;30,00;20;
04.06.2015;06:30:00;04.06.2015;06:45:00;28,00;14;
04.06.2015;06:45:00;04.06.2015;07:00:00;26,00;14;
04.06.2015;07:00:00;04.06.2015;07:15:00;23,00;12;
04.06.2015;07:15:00;04.06.2015;07:30:00;21,00;13;
04.06.2015;07:30:00;04.06.2015;07:45:00;19,00;11;
04.06.2015;07:45:00;04.06.2015;08:00:00;17,00;8;
04.06.2015;08:00:00;04.06.2015;08:15:00;16,00;5;
04.06.2015;08:15:00;04.06.2015;08:30:00;14,00;3;
04.06.2015;08:30:00;04.06.2015;08:45:00;13,00;2;
04.06.2015;08:45:00;04.06.2015;09:00:00;11,00;1;
04.06.2015;09:00:00;04.06.2015;09:15:00;10,00;1;
04.06.2015;09:15:00;04.06.2015;09:30:00;10,00;1;
04.06.2015;09:30:00;04.06.2015;09:45:00;10,00;1;
04.06.2015;09:45:00;04.06.2015;10:00:00;9,00;1;
04.06.2015;10:00:00;04.06.2015;10:15:00;9,00;2;
04.06.2015;10:15:00;04.06.2015;10:30:00;8,00;2;
04.06.2015;10:30:00;04.06.2015;10:45:00;8,00;1;
04.06.2015;10:45:00;04.06.2015;11:00:00;7,00;1;
04.06.2015;11:00:00;04.06.2015;11:15:00;7,00;2;
04.06.2015;11:15:00;04.06.2015;11:30:00;7,00;1;
04.06.2015;11:30:00;04.06.2015;11:45:00;6,00;1;
04.06.2015;11:45:00;04.06.2015;12:00:00;6,00;1;
04.06.2015;12:00:00;04.06.2015;12:15:00;6,00;1;
04.06.2015;12:15:00;04.06.2015;12:30:00;6,00;1;
04.06.2015;12:30:00;04.06.2015;12:45:00;6,00;1;
04.06.2015;12:45:00;04.06.2015;13:00:00;6,00;0;
04.06.2015;13:00:00;04.06.2015;13:15:00;6,00;0;
04.06.2015;13:15:00;04.06.2015;13:30:00;6,00;1;
04.06.2015;13:30:00;04.06.2015;13:45:00;5,00;1;
04.06.2015;13:45:00;04.06.2015;14:00:00;5,00;1;
04.06.2015;14:00:00;04.06.2015;14:15:00;5,00;1;
04.06.2015;14:15:00;04.06.2015;14:30:00;5,00;1;
04.06.2015;14:30:00;04.06.2015;14:45:00;5,00;2;
04.06.2015;14:45:00;04.06.2015;15:00:00;5,00;2;
04.06.2015;15:00:00;04.06.2015;15:15:00;5,00;1;
04.06.2015;15:15:00;04.06.2015;15:30:00;6,00;1;
04.06.2015;15:30:00;04.06.2015;15:45:00;6,00;2;
04.06.2015;15:45:00;04.06.2015;16:00:00;6,00;1;
04.06.2015;16:00:00;04.06.2015;16:15:00;7,00;1;
04.06.2015;16:15:00;04.06.2015;16:30:00;7,00;2;
04.06.2015;16:30:00;04.06.2015;16:45:00;7,00;2;
04.06.2015;16:45:00;04.06.2015;17:00:00;8,00;1;
04.06.2015;17:00:00;04.06.2015;17:15:00;8,00;1;
04.06.2015;17:15:00;04.06.2015;17:30:00;8,00;1;
04.06.2015;17:30:00;04.06.2015;17:45:00;8,00;1;
04.06.2015;17:45:00;04.06.2015;18:00:00;8,00;2;
04.06.2015;18:00:00;04.06.2015;18:15:00;8,00;2;
04.06.2015;18:15:00;04.06.2015;18:30:00;9,00;2;
04.06.2015;18:30:00;04.06.2015;18:45:00;9,00;3;
04.06.2015;18:45:00;04.06.2015;19:00:00;9,00;2;
04.06.2015;19:00:00;04.06.2015;19:15:00;11,00;8;
04.06.2015;19:15:00;04.06.2015;19:30:00;13,00;6;
04.06.2015;19:30:00;04.06.2015;19:45:00;16,00;8;
04.06.2015;19:45:00;04.06.2015;20:00:00;19,00;13;
04.06.2015;20:00:00;04.06.2015;20:15:00;22,00;13;
04.06.2015;20:15:00;04.06.2015;20:30:00;26,00;20;
04.06.2015;20:30:00;04.06.2015;20:45:00;31,00;24;
04.06.2015;20:45:00;04.06.2015;21:00:00;35,00;25;
04.06.2015;21:00:00;04.06.2015;21:15:00;40,00;37;
04.06.2015;21:15:00;04.06.2015;21:30:00;47,00;39;
04.06.2015;21:30:00;04.06.2015;21:45:00;53,00;53;
04.06.2015;21:45:00;04.06.2015;22:00:00;59,00;57;
04.06.2015;22:00:00;04.06.2015;22:15:00;66,00;63;
04.06.2015;22:15:00;04.06.2015;22:30:00;73,00;66;
04.06.2015;22:30:00;04.06.2015;22:45:00;81,00;71;
04.06.2015;22:45:00;04.06.2015;23:00:00;88,00;79;
04.06.2015;23:00:00;04.06.2015;23:15:00;93,00;88;
04.06.2015;23:15:00;04.06.2015;23:30:00;96,00;100;
04.06.2015;23:30:00;04.06.2015;23:45:00;100,00;110;
04.06.2015;23:45:00;05.06.2015;00:00:00;103,00;114;
05.06.2015;00:00:00;05.06.2015;00:15:00;95,00;116;
05.06.2015;00:15:00;05.06.2015;00:30:00;98,00;62;
05.06.2015;00:30:00;05.06.2015;00:45:00;101,00;107;
05.06.2015;00:45:00;05.06.2015;01:00:00;104,00;142;
05.06.2015;01:00:00;05.06.2015;01:15:00;107,00;131;
05.06.2015;01:15:00;05.06.2015;01:30:00;109,00;114;
05.06.2015;01:30:00;05.06.2015;01:45:00;111,00;130;
05.06.2015;01:45:00;05.06.2015;02:00:00;113,00;133;
05.06.2015;02:00:00;05.06.2015;02:15:00;114,00;145;
05.06.2015;02:15:00;05.06.2015;02:30:00;113,00;157;
05.06.2015;02:30:00;05.06.2015;02:45:00;112,00;114;
05.06.2015;02:45:00;05.06.2015;03:00:00;112,00;174;
05.06.2015;03:00:00;05.06.2015;03:15:00;109,00;131;
05.06.2015;03:15:00;05.06.2015;03:30:00;103,00;143;
05.06.2015;03:30:00;05.06.2015;03:45:00;98,00;137;
05.06.2015;03:45:00;05.06.2015;04:00:00;92,00;131;
05.06.2015;04:00:00;05.06.2015;04:15:00;88,00;112;
05.06.2015;04:15:00;05.06.2015;04:30:00;85,00;124;
05.06.2015;04:30:00;05.06.2015;04:45:00;82,00;94;
05.06.2015;04:45:00;05.06.2015;05:00:00;79,00;83;
05.06.2015;05:00:00;05.06.2015;05:15:00;76,00;84;
05.06.2015;05:15:00;05.06.2015;05:30:00;73,00;94;
05.06.2015;05:30:00;05.06.2015;05:45:00;70,00;99;
05.06.2015;05:45:00;05.06.2015;06:00:00;66,00;70;
05.06.2015;06:00:00;05.06.2015;06:15:00;63,00;80;
05.06.2015;06:15:00;05.06.2015;06:30:00;60,00;98;
05.06.2015;06:30:00;05.06.2015;06:45:00;57,00;79;
05.06.2015;06:45:00;05.06.2015;07:00:00;55,00;84;
05.06.2015;07:00:00;05.06.2015;07:15:00;52,00;65;
05.06.2015;07:15:00;05.06.2015;07:30:00;50,00;66;
05.06.2015;07:30:00;05.06.2015;07:45:00;48,00;67;
05.06.2015;07:45:00;05.06.2015;08:00:00;45,00;59;
05.06.2015;08:00:00;05.06.2015;08:15:00;42,00;47;
05.06.2015;08:15:00;05.06.2015;08:30:00;39,00;30;
05.06.2015;08:30:00;05.06.2015;08:45:00;36,00;18;
05.06.2015;08:45:00;05.06.2015;09:00:00;32,00;11;
05.06.2015;09:00:00;05.06.2015;09:15:00;29,00;14;
