Datum von;Uhrzeit von;Datum bis;Uhrzeit bis;Prognose (MW);Ist-Wert (MW)
15.03.2015;11:15:00;15.03.2015;11:30:00;76;73
15.03.2015;11:30:00;15.03.2015;11:45:00;75;71
15.03.2015;11:45:00;15.03.2015;12:00:00;75;68
15.03.2015;12:00:00;15.03.2015;12:15:00;75;73
15.03.2015;12:15:00;15.03.2015;12:30:00;75;74
15.03.2015;12:30:00;15.03.2015;12:45:00;75;72
15.03.2015;12:45:00;15.03.2015;13:00:00;75;88
15.03.2015;13:00:00;15.03.2015;13:15:00;75;84
15.03.2015;13:15:00;15.03.2015;13:30:00;76;73
15.03.2015;13:30:00;15.03.2015;13:45:00;77;76
15.03.2015;13:45:00;15.03.2015;14:00:00;77;58
15.03.2015;14:00:00;15.03.2015;14:15:00;79;63
15.03.2015;14:15:00;15.03.2015;14:30:00;81;77
15.03.2015;14:30:00;15.03.2015;14:45:00;83;74
15.03.2015;14:45:00;15.03.2015;15:00:00;85;60
15.03.2015;15:00:00;15.03.2015;15:15:00;88;82
15.03.2015;15:15:00;15.03.2015;15:30:00;91;64
15.03.2015;15:30:00;15.03.2015;15:45:00;93;85
15.03.2015;15:45:00;15.03.2015;16:00:00;96;67
15.03.2015;16:00:00;15.03.2015;16:15:00;99;93
15.03.2015;16:15:00;15.03.2015;16:30:00;103;91
15.03.2015;16:30:00;15.03.2015;16:45:00;107;87
15.03.2015;16:45:00;15.03.2015;17:00:00;110;94
15.03.2015;17:00:00;15.03.2015;17:15:00;115;104
15.03.2015;17:15:00;15.03.2015;17:30:00;121;95
15.03.2015;17:30:00;15.03.2015;17:45:00;127;93
15.03.2015;17:45:00;15.03.2015;18:00:00;134;94
15.03.2015;18:00:00;15.03.2015;18:15:00;141;93
15.03.2015;18:15:00;15.03.2015;18:30:00;149;116
15.03.2015;18:30:00;15.03.2015;18:45:00;157;140
15.03.2015;18:45:00;15.03.2015;19:00:00;165;139
15.03.2015;19:00:00;15.03.2015;19:15:00;172;163
15.03.2015;19:15:00;15.03.2015;19:30:00;178;154
15.03.2015;19:30:00;15.03.2015;19:45:00;183;173
15.03.2015;19:45:00;15.03.2015;20:00:00;189;193
15.03.2015;20:00:00;15.03.2015;20:15:00;193;207
15.03.2015;20:15:00;15.03.2015;20:30:00;196;211
15.03.2015;20:30:00;15.03.2015;20:45:00;199;228
15.03.2015;20:45:00;15.03.2015;21:00:00;202;240
15.03.2015;21:00:00;15.03.2015;21:15:00;204;260
15.03.2015;21:15:00;15.03.2015;21:30:00;205;240
15.03.2015;21:30:00;15.03.2015;21:45:00;207;298
15.03.2015;21:45:00;15.03.2015;22:00:00;208;296
15.03.2015;22:00:00;15.03.2015;22:15:00;208;283
15.03.2015;22:15:00;15.03.2015;22:30:00;207;281
15.03.2015;22:30:00;15.03.2015;22:45:00;205;307
15.03.2015;22:45:00;15.03.2015;23:00:00;203;280
15.03.2015;23:00:00;15.03.2015;23:15:00;201;269
15.03.2015;23:15:00;15.03.2015;23:30:00;198;298
15.03.2015;23:30:00;15.03.2015;23:45:00;195;269
15.03.2015;23:45:00;16.03.2015;00:00:00;192;266
16.03.2015;00:00:00;16.03.2015;00:15:00;218;294
16.03.2015;00:15:00;16.03.2015;00:30:00;214;271
16.03.2015;00:30:00;16.03.2015;00:45:00;211;264
16.03.2015;00:45:00;16.03.2015;01:00:00;207;278
16.03.2015;01:00:00;16.03.2015;01:15:00;203;258
16.03.2015;01:15:00;16.03.2015;01:30:00;200;247
16.03.2015;01:30:00;16.03.2015;01:45:00;197;259
16.03.2015;01:45:00;16.03.2015;02:00:00;193;262
16.03.2015;02:00:00;16.03.2015;02:15:00;191;253
16.03.2015;02:15:00;16.03.2015;02:30:00;189;257
16.03.2015;02:30:00;16.03.2015;02:45:00;188;230
16.03.2015;02:45:00;16.03.2015;03:00:00;186;224
16.03.2015;03:00:00;16.03.2015;03:15:00;184;221
16.03.2015;03:15:00;16.03.2015;03:30:00;182;221
16.03.2015;03:30:00;16.03.2015;03:45:00;179;242
16.03.2015;03:45:00;16.03.2015;04:00:00;177;234
16.03.2015;04:00:00;16.03.2015;04:15:00;175;261
16.03.2015;04:15:00;16.03.2015;04:30:00;174;249
16.03.2015;04:30:00;16.03.2015;04:45:00;173;230
16.03.2015;04:45:00;16.03.2015;05:00:00;172;246
16.03.2015;05:00:00;16.03.2015;05:15:00;171;237
16.03.2015;05:15:00;16.03.2015;05:30:00;169;243
16.03.2015;05:30:00;16.03.2015;05:45:00;167;228
16.03.2015;05:45:00;16.03.2015;06:00:00;166;229
16.03.2015;06:00:00;16.03.2015;06:15:00;163;199
16.03.2015;06:15:00;16.03.2015;06:30:00;159;208
16.03.2015;06:30:00;16.03.2015;06:45:00;155;193
16.03.2015;06:45:00;16.03.2015;07:00:00;151;205
16.03.2015;07:00:00;16.03.2015;07:15:00;146;186
16.03.2015;07:15:00;16.03.2015;07:30:00;141;188
16.03.2015;07:30:00;16.03.2015;07:45:00;136;216
16.03.2015;07:45:00;16.03.2015;08:00:00;131;196
16.03.2015;08:00:00;16.03.2015;08:15:00;124;164
16.03.2015;08:15:00;16.03.2015;08:30:00;117;134
16.03.2015;08:30:00;16.03.2015;08:45:00;109;128
16.03.2015;08:45:00;16.03.2015;09:00:00;101;112
16.03.2015;09:00:00;16.03.2015;09:15:00;94;67
16.03.2015;09:15:00;16.03.2015;09:30:00;88;68
16.03.2015;09:30:00;16.03.2015;09:45:00;82;81
16.03.2015;09:45:00;16.03.2015;10:00:00;76;76
16.03.2015;10:00:00;16.03.2015;10:15:00;72;62
16.03.2015;10:15:00;16.03.2015;10:30:00;69;46
16.03.2015;10:30:00;16.03.2015;10:45:00;66;38
16.03.2015;10:45:00;16.03.2015;11:00:00;63;34
16.03.2015;11:00:00;16.03.2015;11:15:00;61;28
16.03.2015;11:15:00;16.03.2015;11:30:00;60;31
16.03.2015;11:30:00;16.03.2015;11:45:00;58;30
16.03.2015;11:45:00;16.03.2015;12:00:00;57;29
16.03.2015;12:00:00;16.03.2015;12:15:00;56;37
16.03.2015;12:15:00;16.03.2015;12:30:00;55;37
16.03.2015;12:30:00;16.03.2015;12:45:00;54;33
16.03.2015;12:45:00;16.03.2015;13:00:00;53;27
16.03.2015;13:00:00;16.03.2015;13:15:00;52;24
16.03.2015;13:15:00;16.03.2015;13:30:00;50;26
16.03.2015;13:30:00;16.03.2015;13:45:00;48;24
16.03.2015;13:45:00;16.03.2015;14:00:00;47;21
16.03.2015;14:00:00;16.03.2015;14:15:00;45;21
16.03.2015;14:15:00;16.03.2015;14:30:00;45;19
16.03.2015;14:30:00;16.03.2015;14:45:00;44;20
16.03.2015;14:45:00;16.03.2015;15:00:00;43;26
16.03.2015;15:00:00;16.03.2015;15:15:00;42;28
16.03.2015;15:15:00;16.03.2015;15:30:00;43;23
16.03.2015;15:30:00;16.03.2015;15:45:00;43;29
16.03.2015;15:45:00;16.03.2015;16:00:00;43;32
16.03.2015;16:00:00;16.03.2015;16:15:00;44;25
16.03.2015;16:15:00;16.03.2015;16:30:00;45;25
16.03.2015;16:30:00;16.03.2015;16:45:00;47;30
16.03.2015;16:45:00;16.03.2015;17:00:00;49;39
16.03.2015;17:00:00;16.03.2015;17:15:00;52;43
16.03.2015;17:15:00;16.03.2015;17:30:00;58;46
16.03.2015;17:30:00;16.03.2015;17:45:00;63;52
16.03.2015;17:45:00;16.03.2015;18:00:00;69;58
16.03.2015;18:00:00;16.03.2015;18:15:00;75;73
16.03.2015;18:15:00;16.03.2015;18:30:00;81;78
16.03.2015;18:30:00;16.03.2015;18:45:00;88;86
16.03.2015;18:45:00;16.03.2015;19:00:00;94;93
16.03.2015;19:00:00;16.03.2015;19:15:00;100;126
16.03.2015;19:15:00;16.03.2015;19:30:00;106;153
16.03.2015;19:30:00;16.03.2015;19:45:00;112;152
16.03.2015;19:45:00;16.03.2015;20:00:00;118;159
16.03.2015;20:00:00;16.03.2015;20:15:00;123;143
16.03.2015;20:15:00;16.03.2015;20:30:00;127;164
16.03.2015;20:30:00;16.03.2015;20:45:00;131;184
16.03.2015;20:45:00;16.03.2015;21:00:00;135;153
16.03.2015;21:00:00;16.03.2015;21:15:00;138;189
16.03.2015;21:15:00;16.03.2015;21:30:00;141;140
16.03.2015;21:30:00;16.03.2015;21:45:00;144;167
16.03.2015;21:45:00;16.03.2015;22:00:00;147;143
16.03.2015;22:00:00;16.03.2015;22:15:00;149;155
16.03.2015;22:15:00;16.03.2015;22:30:00;149;158
16.03.2015;22:30:00;16.03.2015;22:45:00;150;150
16.03.2015;22:45:00;16.03.2015;23:00:00;150;145
16.03.2015;23:00:00;16.03.2015;23:15:00;150;137
16.03.2015;23:15:00;16.03.2015;23:30:00;149;132
16.03.2015;23:30:00;16.03.2015;23:45:00;148;142
16.03.2015;23:45:00;17.03.2015;00:00:00;147;179
17.03.2015;00:00:00;17.03.2015;00:15:00;137;163
17.03.2015;00:15:00;17.03.2015;00:30:00;138;194
17.03.2015;00:30:00;17.03.2015;00:45:00;140;177
17.03.2015;00:45:00;17.03.2015;01:00:00;141;177
17.03.2015;01:00:00;17.03.2015;01:15:00;142;174
17.03.2015;01:15:00;17.03.2015;01:30:00;142;164
17.03.2015;01:30:00;17.03.2015;01:45:00;142;190
17.03.2015;01:45:00;17.03.2015;02:00:00;141;178
17.03.2015;02:00:00;17.03.2015;02:15:00;141;167
17.03.2015;02:15:00;17.03.2015;02:30:00;140;169
17.03.2015;02:30:00;17.03.2015;02:45:00;139;173
17.03.2015;02:45:00;17.03.2015;03:00:00;139;150
17.03.2015;03:00:00;17.03.2015;03:15:00;138;160
17.03.2015;03:15:00;17.03.2015;03:30:00;137;164
17.03.2015;03:30:00;17.03.2015;03:45:00;136;154
17.03.2015;03:45:00;17.03.2015;04:00:00;136;135
17.03.2015;04:00:00;17.03.2015;04:15:00;135;139
17.03.2015;04:15:00;17.03.2015;04:30:00;134;155
17.03.2015;04:30:00;17.03.2015;04:45:00;134;151
17.03.2015;04:45:00;17.03.2015;05:00:00;133;167
17.03.2015;05:00:00;17.03.2015;05:15:00;133;194
17.03.2015;05:15:00;17.03.2015;05:30:00;134;153
17.03.2015;05:30:00;17.03.2015;05:45:00;134;152
17.03.2015;05:45:00;17.03.2015;06:00:00;135;173
17.03.2015;06:00:00;17.03.2015;06:15:00;134;177
17.03.2015;06:15:00;17.03.2015;06:30:00;131;190
17.03.2015;06:30:00;17.03.2015;06:45:00;128;178
17.03.2015;06:45:00;17.03.2015;07:00:00;125;197
17.03.2015;07:00:00;17.03.2015;07:15:00;122;166
17.03.2015;07:15:00;17.03.2015;07:30:00;118;180
17.03.2015;07:30:00;17.03.2015;07:45:00;114;241
17.03.2015;07:45:00;17.03.2015;08:00:00;110;175
17.03.2015;08:00:00;17.03.2015;08:15:00;105;169
17.03.2015;08:15:00;17.03.2015;08:30:00;98;171
17.03.2015;08:30:00;17.03.2015;08:45:00;91;159
17.03.2015;08:45:00;17.03.2015;09:00:00;84;130
17.03.2015;09:00:00;17.03.2015;09:15:00;78;93
17.03.2015;09:15:00;17.03.2015;09:30:00;72;83
17.03.2015;09:30:00;17.03.2015;09:45:00;67;74
17.03.2015;09:45:00;17.03.2015;10:00:00;61;49
17.03.2015;10:00:00;17.03.2015;10:15:00;57;42
17.03.2015;10:15:00;17.03.2015;10:30:00;55;35
17.03.2015;10:30:00;17.03.2015;10:45:00;52;35
17.03.2015;10:45:00;17.03.2015;11:00:00;50;37
17.03.2015;11:00:00;17.03.2015;11:15:00;48;34
17.03.2015;11:15:00;17.03.2015;11:30:00;47;37
17.03.2015;11:30:00;17.03.2015;11:45:00;46;42
17.03.2015;11:45:00;17.03.2015;12:00:00;45;54
17.03.2015;12:00:00;17.03.2015;12:15:00;44;51
17.03.2015;12:15:00;17.03.2015;12:30:00;43;46
17.03.2015;12:30:00;17.03.2015;12:45:00;42;43
17.03.2015;12:45:00;17.03.2015;13:00:00;41;44
17.03.2015;13:00:00;17.03.2015;13:15:00;40;47
17.03.2015;13:15:00;17.03.2015;13:30:00;38;37
17.03.2015;13:30:00;17.03.2015;13:45:00;37;37
17.03.2015;13:45:00;17.03.2015;14:00:00;36;36
17.03.2015;14:00:00;17.03.2015;14:15:00;34;31
17.03.2015;14:15:00;17.03.2015;14:30:00;34;30
17.03.2015;14:30:00;17.03.2015;14:45:00;33;29
17.03.2015;14:45:00;17.03.2015;15:00:00;32;32
17.03.2015;15:00:00;17.03.2015;15:15:00;32;27
17.03.2015;15:15:00;17.03.2015;15:30:00;32;28
17.03.2015;15:30:00;17.03.2015;15:45:00;33;26
17.03.2015;15:45:00;17.03.2015;16:00:00;33;27
17.03.2015;16:00:00;17.03.2015;16:15:00;35;32
17.03.2015;16:15:00;17.03.2015;16:30:00;37;37
17.03.2015;16:30:00;17.03.2015;16:45:00;40;34
17.03.2015;16:45:00;17.03.2015;17:00:00;42;43
17.03.2015;17:00:00;17.03.2015;17:15:00;46;46
17.03.2015;17:15:00;17.03.2015;17:30:00;53;53
17.03.2015;17:30:00;17.03.2015;17:45:00;59;52
17.03.2015;17:45:00;17.03.2015;18:00:00;65;60
17.03.2015;18:00:00;17.03.2015;18:15:00;71;58
17.03.2015;18:15:00;17.03.2015;18:30:00;77;68
17.03.2015;18:30:00;17.03.2015;18:45:00;82;80
17.03.2015;18:45:00;17.03.2015;19:00:00;87;77
17.03.2015;19:00:00;17.03.2015;19:15:00;91;65
17.03.2015;19:15:00;17.03.2015;19:30:00;94;77
17.03.2015;19:30:00;17.03.2015;19:45:00;96;104
17.03.2015;19:45:00;17.03.2015;20:00:00;99;112
17.03.2015;20:00:00;17.03.2015;20:15:00;100;115
17.03.2015;20:15:00;17.03.2015;20:30:00;101;123
17.03.2015;20:30:00;17.03.2015;20:45:00;101;123
17.03.2015;20:45:00;17.03.2015;21:00:00;102;148
17.03.2015;21:00:00;17.03.2015;21:15:00;103;132
17.03.2015;21:15:00;17.03.2015;21:30:00;104;130
17.03.2015;21:30:00;17.03.2015;21:45:00;105;143
17.03.2015;21:45:00;17.03.2015;22:00:00;106;155
17.03.2015;22:00:00;17.03.2015;22:15:00;106;137
17.03.2015;22:15:00;17.03.2015;22:30:00;104;125
17.03.2015;22:30:00;17.03.2015;22:45:00;103;125
17.03.2015;22:45:00;17.03.2015;23:00:00;102;101
17.03.2015;23:00:00;17.03.2015;23:15:00;100;127
17.03.2015;23:15:00;17.03.2015;23:30:00;97;97
17.03.2015;23:30:00;17.03.2015;23:45:00;94;84
17.03.2015;23:45:00;18.03.2015;00:00:00;91;78
18.03.2015;00:00:00;18.03.2015;00:15:00;83;60
18.03.2015;00:15:00;18.03.2015;00:30:00;79;51
18.03.2015;00:30:00;18.03.2015;00:45:00;74;40
18.03.2015;00:45:00;18.03.2015;01:00:00;70;51
18.03.2015;01:00:00;18.03.2015;01:15:00;66;43
18.03.2015;01:15:00;18.03.2015;01:30:00;64;48
18.03.2015;01:30:00;18.03.2015;01:45:00;62;48
18.03.2015;01:45:00;18.03.2015;02:00:00;59;50
18.03.2015;02:00:00;18.03.2015;02:15:00;57;47
18.03.2015;02:15:00;18.03.2015;02:30:00;55;41
18.03.2015;02:30:00;18.03.2015;02:45:00;53;35
18.03.2015;02:45:00;18.03.2015;03:00:00;52;31
18.03.2015;03:00:00;18.03.2015;03:15:00;50;28
18.03.2015;03:15:00;18.03.2015;03:30:00;50;26
18.03.2015;03:30:00;18.03.2015;03:45:00;50;32
18.03.2015;03:45:00;18.03.2015;04:00:00;49;26
18.03.2015;04:00:00;18.03.2015;04:15:00;49;27
18.03.2015;04:15:00;18.03.2015;04:30:00;49;27
18.03.2015;04:30:00;18.03.2015;04:45:00;49;24
18.03.2015;04:45:00;18.03.2015;05:00:00;48;21
18.03.2015;05:00:00;18.03.2015;05:15:00;48;23
18.03.2015;05:15:00;18.03.2015;05:30:00;46;18
18.03.2015;05:30:00;18.03.2015;05:45:00;45;20
18.03.2015;05:45:00;18.03.2015;06:00:00;44;23
18.03.2015;06:00:00;18.03.2015;06:15:00;43;25
18.03.2015;06:15:00;18.03.2015;06:30:00;40;19
18.03.2015;06:30:00;18.03.2015;06:45:00;38;17
18.03.2015;06:45:00;18.03.2015;07:00:00;36;16
18.03.2015;07:00:00;18.03.2015;07:15:00;33;14
18.03.2015;07:15:00;18.03.2015;07:30:00;30;13
18.03.2015;07:30:00;18.03.2015;07:45:00;27;13
18.03.2015;07:45:00;18.03.2015;08:00:00;24;11
18.03.2015;08:00:00;18.03.2015;08:15:00;21;10
18.03.2015;08:15:00;18.03.2015;08:30:00;17;6
18.03.2015;08:30:00;18.03.2015;08:45:00;14;4
18.03.2015;08:45:00;18.03.2015;09:00:00;10;2
18.03.2015;09:00:00;18.03.2015;09:15:00;8;1
18.03.2015;09:15:00;18.03.2015;09:30:00;7;0
18.03.2015;09:30:00;18.03.2015;09:45:00;6;0
18.03.2015;09:45:00;18.03.2015;10:00:00;5;0
18.03.2015;10:00:00;18.03.2015;10:15:00;4;0
18.03.2015;10:15:00;18.03.2015;10:30:00;4;0
18.03.2015;10:30:00;18.03.2015;10:45:00;4;0
18.03.2015;10:45:00;18.03.2015;11:00:00;3;0
18.03.2015;11:00:00;18.03.2015;11:15:00;3;0
18.03.2015;11:15:00;18.03.2015;11:30:00;3;0
18.03.2015;11:30:00;18.03.2015;11:45:00;3;0
18.03.2015;11:45:00;18.03.2015;12:00:00;3;0
18.03.2015;12:00:00;18.03.2015;12:15:00;4;0
18.03.2015;12:15:00;18.03.2015;12:30:00;4;0
18.03.2015;12:30:00;18.03.2015;12:45:00;4;0
18.03.2015;12:45:00;18.03.2015;13:00:00;4;1
18.03.2015;13:00:00;18.03.2015;13:15:00;5;1
18.03.2015;13:15:00;18.03.2015;13:30:00;5;1
18.03.2015;13:30:00;18.03.2015;13:45:00;5;3
18.03.2015;13:45:00;18.03.2015;14:00:00;6;5
18.03.2015;14:00:00;18.03.2015;14:15:00;6;5
18.03.2015;14:15:00;18.03.2015;14:30:00;7;5
18.03.2015;14:30:00;18.03.2015;14:45:00;7;6
18.03.2015;14:45:00;18.03.2015;15:00:00;8;8
18.03.2015;15:00:00;18.03.2015;15:15:00;9;11
18.03.2015;15:15:00;18.03.2015;15:30:00;10;9
18.03.2015;15:30:00;18.03.2015;15:45:00;10;7
18.03.2015;15:45:00;18.03.2015;16:00:00;11;13
18.03.2015;16:00:00;18.03.2015;16:15:00;13;14
18.03.2015;16:15:00;18.03.2015;16:30:00;14;11
18.03.2015;16:30:00;18.03.2015;16:45:00;15;13
18.03.2015;16:45:00;18.03.2015;17:00:00;17;13
18.03.2015;17:00:00;18.03.2015;17:15:00;18;12
18.03.2015;17:15:00;18.03.2015;17:30:00;20;11
18.03.2015;17:30:00;18.03.2015;17:45:00;22;14
18.03.2015;17:45:00;18.03.2015;18:00:00;24;17
18.03.2015;18:00:00;18.03.2015;18:15:00;25;21
18.03.2015;18:15:00;18.03.2015;18:30:00;26;19
18.03.2015;18:30:00;18.03.2015;18:45:00;28;20
18.03.2015;18:45:00;18.03.2015;19:00:00;29;22
18.03.2015;19:00:00;18.03.2015;19:15:00;30;28
18.03.2015;19:15:00;18.03.2015;19:30:00;30;25
18.03.2015;19:30:00;18.03.2015;19:45:00;30;31
18.03.2015;19:45:00;18.03.2015;20:00:00;31;30
18.03.2015;20:00:00;18.03.2015;20:15:00;30;24
18.03.2015;20:15:00;18.03.2015;20:30:00;29;28
18.03.2015;20:30:00;18.03.2015;20:45:00;28;31
18.03.2015;20:45:00;18.03.2015;21:00:00;27;34
18.03.2015;21:00:00;18.03.2015;21:15:00;26;28
18.03.2015;21:15:00;18.03.2015;21:30:00;25;16
18.03.2015;21:30:00;18.03.2015;21:45:00;24;12
18.03.2015;21:45:00;18.03.2015;22:00:00;23;9
18.03.2015;22:00:00;18.03.2015;22:15:00;22;9
18.03.2015;22:15:00;18.03.2015;22:30:00;22;8
18.03.2015;22:30:00;18.03.2015;22:45:00;21;8
18.03.2015;22:45:00;18.03.2015;23:00:00;21;11
18.03.2015;23:00:00;18.03.2015;23:15:00;20;11
18.03.2015;23:15:00;18.03.2015;23:30:00;20;17
18.03.2015;23:30:00;18.03.2015;23:45:00;19;21
18.03.2015;23:45:00;19.03.2015;00:00:00;19;23
19.03.2015;00:00:00;19.03.2015;00:15:00;19;21
19.03.2015;00:15:00;19.03.2015;00:30:00;20;26
19.03.2015;00:30:00;19.03.2015;00:45:00;21;21
19.03.2015;00:45:00;19.03.2015;01:00:00;22;19
19.03.2015;01:00:00;19.03.2015;01:15:00;22;18
19.03.2015;01:15:00;19.03.2015;01:30:00;21;16
19.03.2015;01:30:00;19.03.2015;01:45:00;20;9
19.03.2015;01:45:00;19.03.2015;02:00:00;19;10
19.03.2015;02:00:00;19.03.2015;02:15:00;18;8
19.03.2015;02:15:00;19.03.2015;02:30:00;17;8
19.03.2015;02:30:00;19.03.2015;02:45:00;15;9
19.03.2015;02:45:00;19.03.2015;03:00:00;14;8
19.03.2015;03:00:00;19.03.2015;03:15:00;13;11
19.03.2015;03:15:00;19.03.2015;03:30:00;12;6
19.03.2015;03:30:00;19.03.2015;03:45:00;11;6
19.03.2015;03:45:00;19.03.2015;04:00:00;10;4
19.03.2015;04:00:00;19.03.2015;04:15:00;10;4
19.03.2015;04:15:00;19.03.2015;04:30:00;10;2
19.03.2015;04:30:00;19.03.2015;04:45:00;11;4
19.03.2015;04:45:00;19.03.2015;05:00:00;11;3
19.03.2015;05:00:00;19.03.2015;05:15:00;12;4
19.03.2015;05:15:00;19.03.2015;05:30:00;12;5
19.03.2015;05:30:00;19.03.2015;05:45:00;13;3
19.03.2015;05:45:00;19.03.2015;06:00:00;13;4
19.03.2015;06:00:00;19.03.2015;06:15:00;13;4
19.03.2015;06:15:00;19.03.2015;06:30:00;13;5
19.03.2015;06:30:00;19.03.2015;06:45:00;13;9
19.03.2015;06:45:00;19.03.2015;07:00:00;13;12
19.03.2015;07:00:00;19.03.2015;07:15:00;12;12
19.03.2015;07:15:00;19.03.2015;07:30:00;11;13
19.03.2015;07:30:00;19.03.2015;07:45:00;9;12
19.03.2015;07:45:00;19.03.2015;08:00:00;8;12
19.03.2015;08:00:00;19.03.2015;08:15:00;7;9
19.03.2015;08:15:00;19.03.2015;08:30:00;6;5
19.03.2015;08:30:00;19.03.2015;08:45:00;5;3
19.03.2015;08:45:00;19.03.2015;09:00:00;4;3
19.03.2015;09:00:00;19.03.2015;09:15:00;4;3
19.03.2015;09:15:00;19.03.2015;09:30:00;4;2
19.03.2015;09:30:00;19.03.2015;09:45:00;3;4
19.03.2015;09:45:00;19.03.2015;10:00:00;3;4
19.03.2015;10:00:00;19.03.2015;10:15:00;3;6
19.03.2015;10:15:00;19.03.2015;10:30:00;4;7
19.03.2015;10:30:00;19.03.2015;10:45:00;4;6
19.03.2015;10:45:00;19.03.2015;11:00:00;4;9
19.03.2015;11:00:00;19.03.2015;11:15:00;5;13
19.03.2015;11:15:00;19.03.2015;11:30:00;6;15
19.03.2015;11:30:00;19.03.2015;11:45:00;6;17
19.03.2015;11:45:00;19.03.2015;12:00:00;7;18
19.03.2015;12:00:00;19.03.2015;12:15:00;8;21
19.03.2015;12:15:00;19.03.2015;12:30:00;8;20
19.03.2015;12:30:00;19.03.2015;12:45:00;9;18
19.03.2015;12:45:00;19.03.2015;13:00:00;9;17
19.03.2015;13:00:00;19.03.2015;13:15:00;10;12
19.03.2015;13:15:00;19.03.2015;13:30:00;9;9
19.03.2015;13:30:00;19.03.2015;13:45:00;9;8
19.03.2015;13:45:00;19.03.2015;14:00:00;9;11
19.03.2015;14:00:00;19.03.2015;14:15:00;9;9
19.03.2015;14:15:00;19.03.2015;14:30:00;10;14
19.03.2015;14:30:00;19.03.2015;14:45:00;10;8
19.03.2015;14:45:00;19.03.2015;15:00:00;11;10
19.03.2015;15:00:00;19.03.2015;15:15:00;11;10
19.03.2015;15:15:00;19.03.2015;15:30:00;12;9
19.03.2015;15:30:00;19.03.2015;15:45:00;12;10
19.03.2015;15:45:00;19.03.2015;16:00:00;13;7
19.03.2015;16:00:00;19.03.2015;16:15:00;14;11
19.03.2015;16:15:00;19.03.2015;16:30:00;15;8
19.03.2015;16:30:00;19.03.2015;16:45:00;16;10
19.03.2015;16:45:00;19.03.2015;17:00:00;17;10
19.03.2015;17:00:00;19.03.2015;17:15:00;18;10
19.03.2015;17:15:00;19.03.2015;17:30:00;20;10
19.03.2015;17:30:00;19.03.2015;17:45:00;21;13
19.03.2015;17:45:00;19.03.2015;18:00:00;23;14
19.03.2015;18:00:00;19.03.2015;18:15:00;25;18
19.03.2015;18:15:00;19.03.2015;18:30:00;28;18
19.03.2015;18:30:00;19.03.2015;18:45:00;30;20
19.03.2015;18:45:00;19.03.2015;19:00:00;33;21
19.03.2015;19:00:00;19.03.2015;19:15:00;37;27
19.03.2015;19:15:00;19.03.2015;19:30:00;40;24
19.03.2015;19:30:00;19.03.2015;19:45:00;44;29
19.03.2015;19:45:00;19.03.2015;20:00:00;48;28
19.03.2015;20:00:00;19.03.2015;20:15:00;53;34
19.03.2015;20:15:00;19.03.2015;20:30:00;60;35
19.03.2015;20:30:00;19.03.2015;20:45:00;67;36
19.03.2015;20:45:00;19.03.2015;21:00:00;73;36
19.03.2015;21:00:00;19.03.2015;21:15:00;78;39
19.03.2015;21:15:00;19.03.2015;21:30:00;81;44
19.03.2015;21:30:00;19.03.2015;21:45:00;85;50
19.03.2015;21:45:00;19.03.2015;22:00:00;88;54
19.03.2015;22:00:00;19.03.2015;22:15:00;88;50
19.03.2015;22:15:00;19.03.2015;22:30:00;86;54
19.03.2015;22:30:00;19.03.2015;22:45:00;84;53
19.03.2015;22:45:00;19.03.2015;23:00:00;82;54
19.03.2015;23:00:00;19.03.2015;23:15:00;78;65
19.03.2015;23:15:00;19.03.2015;23:30:00;73;53
19.03.2015;23:30:00;19.03.2015;23:45:00;68;71
19.03.2015;23:45:00;20.03.2015;00:00:00;62;67
20.03.2015;00:00:00;20.03.2015;00:15:00;38;67
20.03.2015;00:15:00;20.03.2015;00:30:00;36;55
20.03.2015;00:30:00;20.03.2015;00:45:00;34;39
20.03.2015;00:45:00;20.03.2015;01:00:00;32;47
20.03.2015;01:00:00;20.03.2015;01:15:00;29;48
20.03.2015;01:15:00;20.03.2015;01:30:00;27;40
20.03.2015;01:30:00;20.03.2015;01:45:00;24;31
20.03.2015;01:45:00;20.03.2015;02:00:00;22;30
20.03.2015;02:00:00;20.03.2015;02:15:00;20;22
20.03.2015;02:15:00;20.03.2015;02:30:00;20;20
20.03.2015;02:30:00;20.03.2015;02:45:00;19;19
20.03.2015;02:45:00;20.03.2015;03:00:00;19;16
20.03.2015;03:00:00;20.03.2015;03:15:00;19;22
20.03.2015;03:15:00;20.03.2015;03:30:00;20;19
20.03.2015;03:30:00;20.03.2015;03:45:00;20;21
20.03.2015;03:45:00;20.03.2015;04:00:00;21;24
20.03.2015;04:00:00;20.03.2015;04:15:00;22;20
20.03.2015;04:15:00;20.03.2015;04:30:00;23;22
20.03.2015;04:30:00;20.03.2015;04:45:00;24;23
20.03.2015;04:45:00;20.03.2015;05:00:00;25;23
20.03.2015;05:00:00;20.03.2015;05:15:00;25;25
20.03.2015;05:15:00;20.03.2015;05:30:00;26;26
20.03.2015;05:30:00;20.03.2015;05:45:00;27;26
20.03.2015;05:45:00;20.03.2015;06:00:00;28;22
20.03.2015;06:00:00;20.03.2015;06:15:00;28;22
20.03.2015;06:15:00;20.03.2015;06:30:00;29;25
20.03.2015;06:30:00;20.03.2015;06:45:00;29;16
20.03.2015;06:45:00;20.03.2015;07:00:00;30;25
20.03.2015;07:00:00;20.03.2015;07:15:00;29;29
20.03.2015;07:15:00;20.03.2015;07:30:00;25;24
