Datum von;Uhrzeit von;Datum bis;Uhrzeit bis;Prognose (MW);Ist-Wert (MW)
05.03.2015;18:45:00;05.03.2015;19:00:00;51;36
05.03.2015;19:00:00;05.03.2015;19:15:00;48;29
05.03.2015;19:15:00;05.03.2015;19:30:00;46;36
05.03.2015;19:30:00;05.03.2015;19:45:00;45;32
05.03.2015;19:45:00;05.03.2015;20:00:00;43;28
05.03.2015;20:00:00;05.03.2015;20:15:00;42;29
05.03.2015;20:15:00;05.03.2015;20:30:00;41;23
05.03.2015;20:30:00;05.03.2015;20:45:00;40;26
05.03.2015;20:45:00;05.03.2015;21:00:00;40;20
05.03.2015;21:00:00;05.03.2015;21:15:00;39;21
05.03.2015;21:15:00;05.03.2015;21:30:00;38;19
05.03.2015;21:30:00;05.03.2015;21:45:00;37;14
05.03.2015;21:45:00;05.03.2015;22:00:00;36;12
05.03.2015;22:00:00;05.03.2015;22:15:00;35;11
05.03.2015;22:15:00;05.03.2015;22:30:00;35;17
05.03.2015;22:30:00;05.03.2015;22:45:00;34;16
05.03.2015;22:45:00;05.03.2015;23:00:00;33;15
05.03.2015;23:00:00;05.03.2015;23:15:00;33;8
05.03.2015;23:15:00;05.03.2015;23:30:00;32;15
05.03.2015;23:30:00;05.03.2015;23:45:00;30;14
05.03.2015;23:45:00;06.03.2015;00:00:00;29;14
06.03.2015;00:00:00;06.03.2015;00:15:00;20;12
06.03.2015;00:15:00;06.03.2015;00:30:00;20;9
06.03.2015;00:30:00;06.03.2015;00:45:00;19;8
06.03.2015;00:45:00;06.03.2015;01:00:00;18;11
06.03.2015;01:00:00;06.03.2015;01:15:00;17;11
06.03.2015;01:15:00;06.03.2015;01:30:00;15;11
06.03.2015;01:30:00;06.03.2015;01:45:00;13;12
06.03.2015;01:45:00;06.03.2015;02:00:00;12;11
06.03.2015;02:00:00;06.03.2015;02:15:00;10;12
06.03.2015;02:15:00;06.03.2015;02:30:00;9;13
06.03.2015;02:30:00;06.03.2015;02:45:00;8;18
06.03.2015;02:45:00;06.03.2015;03:00:00;7;17
06.03.2015;03:00:00;06.03.2015;03:15:00;6;9
06.03.2015;03:15:00;06.03.2015;03:30:00;6;7
06.03.2015;03:30:00;06.03.2015;03:45:00;5;4
06.03.2015;03:45:00;06.03.2015;04:00:00;4;3
06.03.2015;04:00:00;06.03.2015;04:15:00;4;2
06.03.2015;04:15:00;06.03.2015;04:30:00;3;1
06.03.2015;04:30:00;06.03.2015;04:45:00;3;0
06.03.2015;04:45:00;06.03.2015;05:00:00;3;0
06.03.2015;05:00:00;06.03.2015;05:15:00;2;0
06.03.2015;05:15:00;06.03.2015;05:30:00;2;0
06.03.2015;05:30:00;06.03.2015;05:45:00;3;0
06.03.2015;05:45:00;06.03.2015;06:00:00;3;1
06.03.2015;06:00:00;06.03.2015;06:15:00;3;2
06.03.2015;06:15:00;06.03.2015;06:30:00;3;1
06.03.2015;06:30:00;06.03.2015;06:45:00;3;1
06.03.2015;06:45:00;06.03.2015;07:00:00;3;0
06.03.2015;07:00:00;06.03.2015;07:15:00;3;1
06.03.2015;07:15:00;06.03.2015;07:30:00;3;3
06.03.2015;07:30:00;06.03.2015;07:45:00;4;2
06.03.2015;07:45:00;06.03.2015;08:00:00;4;1
06.03.2015;08:00:00;06.03.2015;08:15:00;4;1
06.03.2015;08:15:00;06.03.2015;08:30:00;4;1
06.03.2015;08:30:00;06.03.2015;08:45:00;5;2
06.03.2015;08:45:00;06.03.2015;09:00:00;5;2
06.03.2015;09:00:00;06.03.2015;09:15:00;5;2
06.03.2015;09:15:00;06.03.2015;09:30:00;6;2
06.03.2015;09:30:00;06.03.2015;09:45:00;6;1
06.03.2015;09:45:00;06.03.2015;10:00:00;6;1
06.03.2015;10:00:00;06.03.2015;10:15:00;6;1
06.03.2015;10:15:00;06.03.2015;10:30:00;6;1
06.03.2015;10:30:00;06.03.2015;10:45:00;6;1
06.03.2015;10:45:00;06.03.2015;11:00:00;6;1
06.03.2015;11:00:00;06.03.2015;11:15:00;5;1
06.03.2015;11:15:00;06.03.2015;11:30:00;5;1
06.03.2015;11:30:00;06.03.2015;11:45:00;5;1
06.03.2015;11:45:00;06.03.2015;12:00:00;5;1
06.03.2015;12:00:00;06.03.2015;12:15:00;5;1
06.03.2015;12:15:00;06.03.2015;12:30:00;5;1
06.03.2015;12:30:00;06.03.2015;12:45:00;5;2
06.03.2015;12:45:00;06.03.2015;13:00:00;6;2
06.03.2015;13:00:00;06.03.2015;13:15:00;6;1
06.03.2015;13:15:00;06.03.2015;13:30:00;6;2
06.03.2015;13:30:00;06.03.2015;13:45:00;6;1
06.03.2015;13:45:00;06.03.2015;14:00:00;6;1
06.03.2015;14:00:00;06.03.2015;14:15:00;6;1
06.03.2015;14:15:00;06.03.2015;14:30:00;6;1
06.03.2015;14:30:00;06.03.2015;14:45:00;6;1
06.03.2015;14:45:00;06.03.2015;15:00:00;6;0
06.03.2015;15:00:00;06.03.2015;15:15:00;6;0
06.03.2015;15:15:00;06.03.2015;15:30:00;6;0
06.03.2015;15:30:00;06.03.2015;15:45:00;6;0
06.03.2015;15:45:00;06.03.2015;16:00:00;6;0
06.03.2015;16:00:00;06.03.2015;16:15:00;6;0
06.03.2015;16:15:00;06.03.2015;16:30:00;5;0
06.03.2015;16:30:00;06.03.2015;16:45:00;5;1
06.03.2015;16:45:00;06.03.2015;17:00:00;4;0
06.03.2015;17:00:00;06.03.2015;17:15:00;4;0
06.03.2015;17:15:00;06.03.2015;17:30:00;4;0
06.03.2015;17:30:00;06.03.2015;17:45:00;3;0
06.03.2015;17:45:00;06.03.2015;18:00:00;3;0
06.03.2015;18:00:00;06.03.2015;18:15:00;3;0
06.03.2015;18:15:00;06.03.2015;18:30:00;3;1
06.03.2015;18:30:00;06.03.2015;18:45:00;2;2
06.03.2015;18:45:00;06.03.2015;19:00:00;2;4
06.03.2015;19:00:00;06.03.2015;19:15:00;2;6
06.03.2015;19:15:00;06.03.2015;19:30:00;2;7
06.03.2015;19:30:00;06.03.2015;19:45:00;2;6
06.03.2015;19:45:00;06.03.2015;20:00:00;2;5
06.03.2015;20:00:00;06.03.2015;20:15:00;2;4
06.03.2015;20:15:00;06.03.2015;20:30:00;3;4
06.03.2015;20:30:00;06.03.2015;20:45:00;4;3
06.03.2015;20:45:00;06.03.2015;21:00:00;5;4
06.03.2015;21:00:00;06.03.2015;21:15:00;7;4
06.03.2015;21:15:00;06.03.2015;21:30:00;9;5
06.03.2015;21:30:00;06.03.2015;21:45:00;12;5
06.03.2015;21:45:00;06.03.2015;22:00:00;14;3
06.03.2015;22:00:00;06.03.2015;22:15:00;15;4
06.03.2015;22:15:00;06.03.2015;22:30:00;16;9
06.03.2015;22:30:00;06.03.2015;22:45:00;16;13
06.03.2015;22:45:00;06.03.2015;23:00:00;16;19
06.03.2015;23:00:00;06.03.2015;23:15:00;16;34
06.03.2015;23:15:00;06.03.2015;23:30:00;16;41
06.03.2015;23:30:00;06.03.2015;23:45:00;15;36
06.03.2015;23:45:00;07.03.2015;00:00:00;15;46
07.03.2015;00:00:00;07.03.2015;00:15:00;15;48
07.03.2015;00:15:00;07.03.2015;00:30:00;15;53
07.03.2015;00:30:00;07.03.2015;00:45:00;16;58
07.03.2015;00:45:00;07.03.2015;01:00:00;17;53
07.03.2015;01:00:00;07.03.2015;01:15:00;17;62
07.03.2015;01:15:00;07.03.2015;01:30:00;17;46
07.03.2015;01:30:00;07.03.2015;01:45:00;17;51
07.03.2015;01:45:00;07.03.2015;02:00:00;18;44
07.03.2015;02:00:00;07.03.2015;02:15:00;17;42
07.03.2015;02:15:00;07.03.2015;02:30:00;17;50
07.03.2015;02:30:00;07.03.2015;02:45:00;16;52
07.03.2015;02:45:00;07.03.2015;03:00:00;16;43
07.03.2015;03:00:00;07.03.2015;03:15:00;15;31
07.03.2015;03:15:00;07.03.2015;03:30:00;14;22
07.03.2015;03:30:00;07.03.2015;03:45:00;14;27
07.03.2015;03:45:00;07.03.2015;04:00:00;13;30
07.03.2015;04:00:00;07.03.2015;04:15:00;13;36
07.03.2015;04:15:00;07.03.2015;04:30:00;13;29
07.03.2015;04:30:00;07.03.2015;04:45:00;13;31
07.03.2015;04:45:00;07.03.2015;05:00:00;13;28
07.03.2015;05:00:00;07.03.2015;05:15:00;14;26
07.03.2015;05:15:00;07.03.2015;05:30:00;14;18
07.03.2015;05:30:00;07.03.2015;05:45:00;14;21
07.03.2015;05:45:00;07.03.2015;06:00:00;14;18
07.03.2015;06:00:00;07.03.2015;06:15:00;15;24
07.03.2015;06:15:00;07.03.2015;06:30:00;15;15
07.03.2015;06:30:00;07.03.2015;06:45:00;15;13
07.03.2015;06:45:00;07.03.2015;07:00:00;16;16
07.03.2015;07:00:00;07.03.2015;07:15:00;16;11
07.03.2015;07:15:00;07.03.2015;07:30:00;16;13
07.03.2015;07:30:00;07.03.2015;07:45:00;17;23
07.03.2015;07:45:00;07.03.2015;08:00:00;17;36
07.03.2015;08:00:00;07.03.2015;08:15:00;18;46
07.03.2015;08:15:00;07.03.2015;08:30:00;21;73
07.03.2015;08:30:00;07.03.2015;08:45:00;23;91
07.03.2015;08:45:00;07.03.2015;09:00:00;26;114
07.03.2015;09:00:00;07.03.2015;09:15:00;27;88
07.03.2015;09:15:00;07.03.2015;09:30:00;28;76
07.03.2015;09:30:00;07.03.2015;09:45:00;28;54
07.03.2015;09:45:00;07.03.2015;10:00:00;28;33
07.03.2015;10:00:00;07.03.2015;10:15:00;28;18
07.03.2015;10:15:00;07.03.2015;10:30:00;27;18
07.03.2015;10:30:00;07.03.2015;10:45:00;26;38
07.03.2015;10:45:00;07.03.2015;11:00:00;25;55
07.03.2015;11:00:00;07.03.2015;11:15:00;23;53
07.03.2015;11:15:00;07.03.2015;11:30:00;21;37
07.03.2015;11:30:00;07.03.2015;11:45:00;20;48
07.03.2015;11:45:00;07.03.2015;12:00:00;18;57
07.03.2015;12:00:00;07.03.2015;12:15:00;16;46
07.03.2015;12:15:00;07.03.2015;12:30:00;15;30
07.03.2015;12:30:00;07.03.2015;12:45:00;14;46
07.03.2015;12:45:00;07.03.2015;13:00:00;12;34
07.03.2015;13:00:00;07.03.2015;13:15:00;11;41
07.03.2015;13:15:00;07.03.2015;13:30:00;11;26
07.03.2015;13:30:00;07.03.2015;13:45:00;10;27
07.03.2015;13:45:00;07.03.2015;14:00:00;9;26
07.03.2015;14:00:00;07.03.2015;14:15:00;9;27
07.03.2015;14:15:00;07.03.2015;14:30:00;9;24
07.03.2015;14:30:00;07.03.2015;14:45:00;8;15
07.03.2015;14:45:00;07.03.2015;15:00:00;8;9
07.03.2015;15:00:00;07.03.2015;15:15:00;8;8
07.03.2015;15:15:00;07.03.2015;15:30:00;8;4
07.03.2015;15:30:00;07.03.2015;15:45:00;9;2
07.03.2015;15:45:00;07.03.2015;16:00:00;9;3
07.03.2015;16:00:00;07.03.2015;16:15:00;9;2
07.03.2015;16:15:00;07.03.2015;16:30:00;10;2
07.03.2015;16:30:00;07.03.2015;16:45:00;11;5
07.03.2015;16:45:00;07.03.2015;17:00:00;12;8
07.03.2015;17:00:00;07.03.2015;17:15:00;14;10
07.03.2015;17:15:00;07.03.2015;17:30:00;16;13
07.03.2015;17:30:00;07.03.2015;17:45:00;18;15
07.03.2015;17:45:00;07.03.2015;18:00:00;20;15
07.03.2015;18:00:00;07.03.2015;18:15:00;23;18
07.03.2015;18:15:00;07.03.2015;18:30:00;27;26
07.03.2015;18:30:00;07.03.2015;18:45:00;30;24
07.03.2015;18:45:00;07.03.2015;19:00:00;34;46
07.03.2015;19:00:00;07.03.2015;19:15:00;38;76
07.03.2015;19:15:00;07.03.2015;19:30:00;43;85
07.03.2015;19:30:00;07.03.2015;19:45:00;47;109
07.03.2015;19:45:00;07.03.2015;20:00:00;51;107
07.03.2015;20:00:00;07.03.2015;20:15:00;56;115
07.03.2015;20:15:00;07.03.2015;20:30:00;60;118
07.03.2015;20:30:00;07.03.2015;20:45:00;65;133
07.03.2015;20:45:00;07.03.2015;21:00:00;70;156
07.03.2015;21:00:00;07.03.2015;21:15:00;74;166
07.03.2015;21:15:00;07.03.2015;21:30:00;77;140
07.03.2015;21:30:00;07.03.2015;21:45:00;81;140
07.03.2015;21:45:00;07.03.2015;22:00:00;84;140
07.03.2015;22:00:00;07.03.2015;22:15:00;86;125
07.03.2015;22:15:00;07.03.2015;22:30:00;85;121
07.03.2015;22:30:00;07.03.2015;22:45:00;85;97
07.03.2015;22:45:00;07.03.2015;23:00:00;84;132
07.03.2015;23:00:00;07.03.2015;23:15:00;83;121
07.03.2015;23:15:00;07.03.2015;23:30:00;81;101
07.03.2015;23:30:00;07.03.2015;23:45:00;78;71
07.03.2015;23:45:00;08.03.2015;00:00:00;76;78
08.03.2015;00:00:00;08.03.2015;00:15:00;85;87
08.03.2015;00:15:00;08.03.2015;00:30:00;81;102
08.03.2015;00:30:00;08.03.2015;00:45:00;77;101
08.03.2015;00:45:00;08.03.2015;01:00:00;73;110
08.03.2015;01:00:00;08.03.2015;01:15:00;70;107
08.03.2015;01:15:00;08.03.2015;01:30:00;67;77
08.03.2015;01:30:00;08.03.2015;01:45:00;64;64
08.03.2015;01:45:00;08.03.2015;02:00:00;60;47
08.03.2015;02:00:00;08.03.2015;02:15:00;58;64
08.03.2015;02:15:00;08.03.2015;02:30:00;56;84
08.03.2015;02:30:00;08.03.2015;02:45:00;54;65
08.03.2015;02:45:00;08.03.2015;03:00:00;53;57
08.03.2015;03:00:00;08.03.2015;03:15:00;51;61
08.03.2015;03:15:00;08.03.2015;03:30:00;50;52
08.03.2015;03:30:00;08.03.2015;03:45:00;49;42
08.03.2015;03:45:00;08.03.2015;04:00:00;48;32
08.03.2015;04:00:00;08.03.2015;04:15:00;48;28
08.03.2015;04:15:00;08.03.2015;04:30:00;49;24
08.03.2015;04:30:00;08.03.2015;04:45:00;49;39
08.03.2015;04:45:00;08.03.2015;05:00:00;50;52
08.03.2015;05:00:00;08.03.2015;05:15:00;51;60
08.03.2015;05:15:00;08.03.2015;05:30:00;53;59
08.03.2015;05:30:00;08.03.2015;05:45:00;55;58
08.03.2015;05:45:00;08.03.2015;06:00:00;57;53
08.03.2015;06:00:00;08.03.2015;06:15:00;58;51
08.03.2015;06:15:00;08.03.2015;06:30:00;58;66
08.03.2015;06:30:00;08.03.2015;06:45:00;59;102
08.03.2015;06:45:00;08.03.2015;07:00:00;59;118
08.03.2015;07:00:00;08.03.2015;07:15:00;59;85
08.03.2015;07:15:00;08.03.2015;07:30:00;57;109
08.03.2015;07:30:00;08.03.2015;07:45:00;55;106
08.03.2015;07:45:00;08.03.2015;08:00:00;54;134
08.03.2015;08:00:00;08.03.2015;08:15:00;52;121
08.03.2015;08:15:00;08.03.2015;08:30:00;51;124
08.03.2015;08:30:00;08.03.2015;08:45:00;50;127
08.03.2015;08:45:00;08.03.2015;09:00:00;48;130
08.03.2015;09:00:00;08.03.2015;09:15:00;46;167
08.03.2015;09:15:00;08.03.2015;09:30:00;44;142
08.03.2015;09:30:00;08.03.2015;09:45:00;41;130
08.03.2015;09:45:00;08.03.2015;10:00:00;39;111
08.03.2015;10:00:00;08.03.2015;10:15:00;36;76
08.03.2015;10:15:00;08.03.2015;10:30:00;33;61
08.03.2015;10:30:00;08.03.2015;10:45:00;31;38
08.03.2015;10:45:00;08.03.2015;11:00:00;28;34
08.03.2015;11:00:00;08.03.2015;11:15:00;25;46
08.03.2015;11:15:00;08.03.2015;11:30:00;23;34
08.03.2015;11:30:00;08.03.2015;11:45:00;20;43
08.03.2015;11:45:00;08.03.2015;12:00:00;18;21
08.03.2015;12:00:00;08.03.2015;12:15:00;15;17
08.03.2015;12:15:00;08.03.2015;12:30:00;14;17
08.03.2015;12:30:00;08.03.2015;12:45:00;12;12
08.03.2015;12:45:00;08.03.2015;13:00:00;11;10
08.03.2015;13:00:00;08.03.2015;13:15:00;10;9
08.03.2015;13:15:00;08.03.2015;13:30:00;10;8
08.03.2015;13:30:00;08.03.2015;13:45:00;10;8
08.03.2015;13:45:00;08.03.2015;14:00:00;10;8
08.03.2015;14:00:00;08.03.2015;14:15:00;10;11
08.03.2015;14:15:00;08.03.2015;14:30:00;10;18
08.03.2015;14:30:00;08.03.2015;14:45:00;10;15
08.03.2015;14:45:00;08.03.2015;15:00:00;10;16
08.03.2015;15:00:00;08.03.2015;15:15:00;10;16
08.03.2015;15:15:00;08.03.2015;15:30:00;11;15
08.03.2015;15:30:00;08.03.2015;15:45:00;11;19
08.03.2015;15:45:00;08.03.2015;16:00:00;12;15
08.03.2015;16:00:00;08.03.2015;16:15:00;13;21
08.03.2015;16:15:00;08.03.2015;16:30:00;14;21
08.03.2015;16:30:00;08.03.2015;16:45:00;16;19
08.03.2015;16:45:00;08.03.2015;17:00:00;17;19
08.03.2015;17:00:00;08.03.2015;17:15:00;19;19
08.03.2015;17:15:00;08.03.2015;17:30:00;21;21
08.03.2015;17:30:00;08.03.2015;17:45:00;23;20
08.03.2015;17:45:00;08.03.2015;18:00:00;26;18
08.03.2015;18:00:00;08.03.2015;18:15:00;28;27
08.03.2015;18:15:00;08.03.2015;18:30:00;31;55
08.03.2015;18:30:00;08.03.2015;18:45:00;33;69
08.03.2015;18:45:00;08.03.2015;19:00:00;36;57
08.03.2015;19:00:00;08.03.2015;19:15:00;37;60
08.03.2015;19:15:00;08.03.2015;19:30:00;39;48
08.03.2015;19:30:00;08.03.2015;19:45:00;40;50
08.03.2015;19:45:00;08.03.2015;20:00:00;41;45
08.03.2015;20:00:00;08.03.2015;20:15:00;41;49
08.03.2015;20:15:00;08.03.2015;20:30:00;40;52
08.03.2015;20:30:00;08.03.2015;20:45:00;39;63
08.03.2015;20:45:00;08.03.2015;21:00:00;37;77
08.03.2015;21:00:00;08.03.2015;21:15:00;36;118
08.03.2015;21:15:00;08.03.2015;21:30:00;35;116
08.03.2015;21:30:00;08.03.2015;21:45:00;34;167
08.03.2015;21:45:00;08.03.2015;22:00:00;33;163
08.03.2015;22:00:00;08.03.2015;22:15:00;31;128
08.03.2015;22:15:00;08.03.2015;22:30:00;28;95
08.03.2015;22:30:00;08.03.2015;22:45:00;25;74
08.03.2015;22:45:00;08.03.2015;23:00:00;23;43
08.03.2015;23:00:00;08.03.2015;23:15:00;21;31
08.03.2015;23:15:00;08.03.2015;23:30:00;20;19
08.03.2015;23:30:00;08.03.2015;23:45:00;20;22
08.03.2015;23:45:00;09.03.2015;00:00:00;19;17
09.03.2015;00:00:00;09.03.2015;00:15:00;17;11
09.03.2015;00:15:00;09.03.2015;00:30:00;14;5
09.03.2015;00:30:00;09.03.2015;00:45:00;12;4
09.03.2015;00:45:00;09.03.2015;01:00:00;9;1
09.03.2015;01:00:00;09.03.2015;01:15:00;8;1
09.03.2015;01:15:00;09.03.2015;01:30:00;7;0
09.03.2015;01:30:00;09.03.2015;01:45:00;6;1
09.03.2015;01:45:00;09.03.2015;02:00:00;6;1
09.03.2015;02:00:00;09.03.2015;02:15:00;6;2
09.03.2015;02:15:00;09.03.2015;02:30:00;7;4
09.03.2015;02:30:00;09.03.2015;02:45:00;8;5
09.03.2015;02:45:00;09.03.2015;03:00:00;9;5
09.03.2015;03:00:00;09.03.2015;03:15:00;9;6
09.03.2015;03:15:00;09.03.2015;03:30:00;10;4
09.03.2015;03:30:00;09.03.2015;03:45:00;11;2
09.03.2015;03:45:00;09.03.2015;04:00:00;11;4
09.03.2015;04:00:00;09.03.2015;04:15:00;12;3
09.03.2015;04:15:00;09.03.2015;04:30:00;11;3
09.03.2015;04:30:00;09.03.2015;04:45:00;11;3
09.03.2015;04:45:00;09.03.2015;05:00:00;11;4
09.03.2015;05:00:00;09.03.2015;05:15:00;11;5
09.03.2015;05:15:00;09.03.2015;05:30:00;11;7
09.03.2015;05:30:00;09.03.2015;05:45:00;10;6
09.03.2015;05:45:00;09.03.2015;06:00:00;9;8
09.03.2015;06:00:00;09.03.2015;06:15:00;9;7
09.03.2015;06:15:00;09.03.2015;06:30:00;9;5
09.03.2015;06:30:00;09.03.2015;06:45:00;8;3
09.03.2015;06:45:00;09.03.2015;07:00:00;8;3
09.03.2015;07:00:00;09.03.2015;07:15:00;7;3
09.03.2015;07:15:00;09.03.2015;07:30:00;7;2
09.03.2015;07:30:00;09.03.2015;07:45:00;6;3
09.03.2015;07:45:00;09.03.2015;08:00:00;5;5
09.03.2015;08:00:00;09.03.2015;08:15:00;4;5
09.03.2015;08:15:00;09.03.2015;08:30:00;4;6
09.03.2015;08:30:00;09.03.2015;08:45:00;3;4
09.03.2015;08:45:00;09.03.2015;09:00:00;3;5
09.03.2015;09:00:00;09.03.2015;09:15:00;2;6
09.03.2015;09:15:00;09.03.2015;09:30:00;2;7
09.03.2015;09:30:00;09.03.2015;09:45:00;2;12
09.03.2015;09:45:00;09.03.2015;10:00:00;2;5
09.03.2015;10:00:00;09.03.2015;10:15:00;2;4
09.03.2015;10:15:00;09.03.2015;10:30:00;2;2
09.03.2015;10:30:00;09.03.2015;10:45:00;2;2
09.03.2015;10:45:00;09.03.2015;11:00:00;2;3
09.03.2015;11:00:00;09.03.2015;11:15:00;2;3
09.03.2015;11:15:00;09.03.2015;11:30:00;2;6
09.03.2015;11:30:00;09.03.2015;11:45:00;3;4
09.03.2015;11:45:00;09.03.2015;12:00:00;3;2
09.03.2015;12:00:00;09.03.2015;12:15:00;3;1
09.03.2015;12:15:00;09.03.2015;12:30:00;4;1
09.03.2015;12:30:00;09.03.2015;12:45:00;4;2
09.03.2015;12:45:00;09.03.2015;13:00:00;5;3
09.03.2015;13:00:00;09.03.2015;13:15:00;5;6
09.03.2015;13:15:00;09.03.2015;13:30:00;5;7
09.03.2015;13:30:00;09.03.2015;13:45:00;5;8
09.03.2015;13:45:00;09.03.2015;14:00:00;6;10
09.03.2015;14:00:00;09.03.2015;14:15:00;6;10
09.03.2015;14:15:00;09.03.2015;14:30:00;6;7
09.03.2015;14:30:00;09.03.2015;14:45:00;6;6
09.03.2015;14:45:00;09.03.2015;15:00:00;6;3
09.03.2015;15:00:00;09.03.2015;15:15:00;6;1
09.03.2015;15:15:00;09.03.2015;15:30:00;6;1
09.03.2015;15:30:00;09.03.2015;15:45:00;6;0
09.03.2015;15:45:00;09.03.2015;16:00:00;6;0
09.03.2015;16:00:00;09.03.2015;16:15:00;7;0
09.03.2015;16:15:00;09.03.2015;16:30:00;7;0
09.03.2015;16:30:00;09.03.2015;16:45:00;8;0
09.03.2015;16:45:00;09.03.2015;17:00:00;9;0
09.03.2015;17:00:00;09.03.2015;17:15:00;9;0
09.03.2015;17:15:00;09.03.2015;17:30:00;11;0
09.03.2015;17:30:00;09.03.2015;17:45:00;12;1
09.03.2015;17:45:00;09.03.2015;18:00:00;13;2
09.03.2015;18:00:00;09.03.2015;18:15:00;14;4
09.03.2015;18:15:00;09.03.2015;18:30:00;15;8
09.03.2015;18:30:00;09.03.2015;18:45:00;16;10
09.03.2015;18:45:00;09.03.2015;19:00:00;17;19
09.03.2015;19:00:00;09.03.2015;19:15:00;18;18
09.03.2015;19:15:00;09.03.2015;19:30:00;19;31
09.03.2015;19:30:00;09.03.2015;19:45:00;20;32
09.03.2015;19:45:00;09.03.2015;20:00:00;21;32
09.03.2015;20:00:00;09.03.2015;20:15:00;22;36
09.03.2015;20:15:00;09.03.2015;20:30:00;23;53
09.03.2015;20:30:00;09.03.2015;20:45:00;24;37
09.03.2015;20:45:00;09.03.2015;21:00:00;25;47
09.03.2015;21:00:00;09.03.2015;21:15:00;26;52
09.03.2015;21:15:00;09.03.2015;21:30:00;26;47
09.03.2015;21:30:00;09.03.2015;21:45:00;26;32
09.03.2015;21:45:00;09.03.2015;22:00:00;26;29
09.03.2015;22:00:00;09.03.2015;22:15:00;25;30
09.03.2015;22:15:00;09.03.2015;22:30:00;24;27
09.03.2015;22:30:00;09.03.2015;22:45:00;22;20
09.03.2015;22:45:00;09.03.2015;23:00:00;21;18
09.03.2015;23:00:00;09.03.2015;23:15:00;19;13
09.03.2015;23:15:00;09.03.2015;23:30:00;17;11
09.03.2015;23:30:00;09.03.2015;23:45:00;14;9
09.03.2015;23:45:00;10.03.2015;00:00:00;11;8
10.03.2015;00:00:00;10.03.2015;00:15:00;32;6
10.03.2015;00:15:00;10.03.2015;00:30:00;32;5
10.03.2015;00:30:00;10.03.2015;00:45:00;31;8
10.03.2015;00:45:00;10.03.2015;01:00:00;31;11
10.03.2015;01:00:00;10.03.2015;01:15:00;29;14
10.03.2015;01:15:00;10.03.2015;01:30:00;25;13
10.03.2015;01:30:00;10.03.2015;01:45:00;22;13
10.03.2015;01:45:00;10.03.2015;02:00:00;19;14
10.03.2015;02:00:00;10.03.2015;02:15:00;16;27
10.03.2015;02:15:00;10.03.2015;02:30:00;15;44
10.03.2015;02:30:00;10.03.2015;02:45:00;13;39
10.03.2015;02:45:00;10.03.2015;03:00:00;12;51
10.03.2015;03:00:00;10.03.2015;03:15:00;10;61
10.03.2015;03:15:00;10.03.2015;03:30:00;10;72
10.03.2015;03:30:00;10.03.2015;03:45:00;9;51
10.03.2015;03:45:00;10.03.2015;04:00:00;9;33
10.03.2015;04:00:00;10.03.2015;04:15:00;8;28
10.03.2015;04:15:00;10.03.2015;04:30:00;8;18
10.03.2015;04:30:00;10.03.2015;04:45:00;7;10
10.03.2015;04:45:00;10.03.2015;05:00:00;7;9
10.03.2015;05:00:00;10.03.2015;05:15:00;7;21
10.03.2015;05:15:00;10.03.2015;05:30:00;6;15
10.03.2015;05:30:00;10.03.2015;05:45:00;6;15
10.03.2015;05:45:00;10.03.2015;06:00:00;6;10
10.03.2015;06:00:00;10.03.2015;06:15:00;6;8
10.03.2015;06:15:00;10.03.2015;06:30:00;6;9
10.03.2015;06:30:00;10.03.2015;06:45:00;7;7
10.03.2015;06:45:00;10.03.2015;07:00:00;8;10
10.03.2015;07:00:00;10.03.2015;07:15:00;8;7
10.03.2015;07:15:00;10.03.2015;07:30:00;9;8
10.03.2015;07:30:00;10.03.2015;07:45:00;10;13
10.03.2015;07:45:00;10.03.2015;08:00:00;11;19
10.03.2015;08:00:00;10.03.2015;08:15:00;12;20
10.03.2015;08:15:00;10.03.2015;08:30:00;13;27
10.03.2015;08:30:00;10.03.2015;08:45:00;14;26
10.03.2015;08:45:00;10.03.2015;09:00:00;15;24
10.03.2015;09:00:00;10.03.2015;09:15:00;15;17
10.03.2015;09:15:00;10.03.2015;09:30:00;15;12
10.03.2015;09:30:00;10.03.2015;09:45:00;14;10
10.03.2015;09:45:00;10.03.2015;10:00:00;14;7
10.03.2015;10:00:00;10.03.2015;10:15:00;13;3
10.03.2015;10:15:00;10.03.2015;10:30:00;11;4
10.03.2015;10:30:00;10.03.2015;10:45:00;10;4
10.03.2015;10:45:00;10.03.2015;11:00:00;8;4
10.03.2015;11:00:00;10.03.2015;11:15:00;7;2
10.03.2015;11:15:00;10.03.2015;11:30:00;6;2
10.03.2015;11:30:00;10.03.2015;11:45:00;5;2
10.03.2015;11:45:00;10.03.2015;12:00:00;4;7
10.03.2015;12:00:00;10.03.2015;12:15:00;4;15
10.03.2015;12:15:00;10.03.2015;12:30:00;4;13
10.03.2015;12:30:00;10.03.2015;12:45:00;4;4
10.03.2015;12:45:00;10.03.2015;13:00:00;4;3
10.03.2015;13:00:00;10.03.2015;13:15:00;4;10
10.03.2015;13:15:00;10.03.2015;13:30:00;5;19
10.03.2015;13:30:00;10.03.2015;13:45:00;6;16
10.03.2015;13:45:00;10.03.2015;14:00:00;7;18
10.03.2015;14:00:00;10.03.2015;14:15:00;8;11
10.03.2015;14:15:00;10.03.2015;14:30:00;9;11
10.03.2015;14:30:00;10.03.2015;14:45:00;11;12
10.03.2015;14:45:00;10.03.2015;15:00:00;12;13
